,scientificName,stateProvince,municipality,verbatimLocality,verbatimCoordinates,verbatimElevation,eventDate,habitat,observaciones,Abundancia,Legatarios,Número de pliego
2026,Acacia mearnsii De Wild.,Po,Cangas,San Pedro,29TNG1780,80.0,07-VII-2004,En márgen de carretera,,,R. Pino,LOU 27993
2027,Polygonum bistorta L.,Or,Verea,sobre Bangueses,29TNG8060,900.0,18-VI-2003,prados húmedos,,,J. González,LOU 27994
2028,Hispidella hispanica Lam.,Lu,Quiroga,"Sequeiros, Soldón","29TPH47,",,,"Laderas pizarrosas, 3/05/2003, J. González",,,,LOU 27995
2029,Asphodelus fistulosus L.,Lu,Quiroga,Montefurado,29TPG4796,300.0,03-V-2003,Cuneta arenosa de carretera,,,J. González,LOU 27996
2030,Stachys sylvatica L.,Po,O Porriño,Gándaras de Budiño,29TNG3063,25.0,23-VI-2002,bajo aliseda,,escasa,J. González,LOU 27997
2031,Lythrum borysthenicum (Schrank) Litv.,Po,Tui,Caldelas de Tui,29TNG3556,15.0,21-VII-2003,terreno arenoso temporalmente inundado,,,J. González,LOU 27998
2032,Utricularia australis R. Br.,Po,O Grove,A Lanzada,29TNH1001,3.0,21-VI-2002,laguna del istmo,,,J. González,LOU 27999
2033,Moehringia pentandra Gay,Po,Salvaterra de Miño,"Porto, grietas de muros soleados",29TNG3856,25.0,07-III-2004,,,,J. González,LOU 28000
2034,Moehringia pentandra Gay,Mi,Melgaço,cerca del Viaducto sobre el Miño,29TNG5862,,27-IV-2004,taludes arenosos,,,J. González,LOU 28001
2035,Pallenis spinosa (L.) Cass. subsp. spinosa,Lu,Quiroga,Montefurado,29TPG4795,300.0,18-V-2003,cuneta de carretera,,,J. González,LOU 28004
2036,Veronica chamaedrys L.,Po,Ponteareas,"San Martiño de Moreira, Ponte das Partidas",29TNG4066,40.0,05-IV-2002,prados al margen de la aliseda del río Tea,,,J. González,LOU 28005
2037,Viola arvensis Murray,Po,Salvaterra de Miño,,29TNG4059,30.0,01-V-2003,terrenos removidos,Novedad para Pontevedra,,J. González,LOU 28006
2038,Vicia sepium L.,Po,A Golada,Basadre,29TNH8244,350.0,24-V-2003,setos en lindes de prados,Novedad para Pontevedra,,J. González,LOU 28007
2039,Genista micrantha Gómez Ortega,Po,A Golada,Basadre,29TNH8244,380.0,24-V-2003,matorrales sobre serpentinas,,,J. González,LOU 28008
2040,Gamochaeta spicata (Lam.) Cabrera,Lu,Quiroga,Montefurado,29TPG4795,260.0,18-V-2003,sobre roquedos próximos al monte horadado,,,J. González,LOU 28009
2041,Ranunculus omiophyllus Ten.,Or,Bande,Vilela,29TNG8651,,07-VI-2003,riachuelo junto aliseda del río Cados,,,J. González,LOU 28009
2042,Duchesnea indica (Jacks.) Focke,Po,Vigo,,29TNG2476,80.0,30-IV-2002,Huertos y bases de muros,Novedad provincial de esta especie naturalizada,,J. González & X.R. García,LOU 28010
2043,Elodea canadensis Michx,Po,Tui,"Baldráns, río Miño",29TNG3556,,19-VIII-2003,sumergida en remanso fangoso del Miño,,,J. González,LOU 28011
2044,Lychnis coronaria (L.) Desr.,C,Ames,Augaspesadas,29TNH2848,185.0,20-V-2002,margen de carretera,,,J. B. Blanco-Dios,LOU 28012
2045,Lychnis coronaria (L.) Desr.,C,Mesía,Lanzá,29TNH6467,390.0,19-VI-2002,margen de carretera,,,J. B. Blanco-Dios,LOU 28013
2046,Suaeda vera J.F. Gmel.,C,Santa Uxía de Ribeira,Coroso,29TNH0213,5.0,05-V-1997,en margen de marisma,,,J. B. Blanco-Dios,LOU 28014
2047,Polygonum capitatum D. Don,C,Boiro,Saltiño,29TNH1020,10.0,12-V-2001,en basurero incontrolado en el interior de un bosque de Pinus pinaster,,,J. B. Blanco-Dios,LOU 28015
2048,Armeria beirana Franco,C,Carnota,Lira,29TMH8839,5.0,18-V-2001,roquedo litoral,,,J. B. Blanco-Dios,LOU 28016
2049,Prunus padus L. subsp. padus,Po,Pontevedra,casco urbano,29TNG2996,20.0,05-V-2002,en margen del río Gafos,,,J. B. Blanco-Dios,LOU 28017
2050,Prunus serotina Ehrh.,Po,Pontevedra,Lourizán,29TNG2795,70.0,06-VII-2002,escapada de cultivo,,,J. B. Blanco-Dios,LOU 28018
2051,Acacia decurrens (J.C. Wendl.) Willd.,C,Padrón,Herbón,29TNH2930,85.0,20-V-2002,naturalizada en margen de bosque mixto de Pinus pinaster y Eucalyptus globulus,Novedad para la provincia de A Coruña,,J. B. Blanco-Dios,LOU 28019
2052,Glycyrrhiza glabra L.,Po,Pontevedra,Lourizán,29TNG2795,10.0,11-VII-2003,en cunetas,,,J. B. Blanco-Dios,LOU 28020
2053,Physalis peruviana L.,C,Boiro,Saltiño,29TNH1020,5.0,10-IX-2003,"en cunetas y terrenos removidos, escapada de cultivo",,,J. B. Blanco-Dios,LOU 28021
2054,Physalis peruviana L.,Po,Pontecaldelas,Caldelas,29TNG4094,330.0,20-VIII-2003,"en cunetas y terrenos removidos, escapada de cultivo",,,J. B. Blanco-Dios,LOU 28022
2055,Buddleja davidii Franch.,Lu,Paradela,Loio,29TPH1338,370.0,10-VI-2002,en ambientes antrópicos de las márgenes del río Loio,Novedad para la provincia de Lugo,,J. B. Blanco-Dios,LOU 28023
2056,Ageratina adenophora (Spreng.) King & H. Rob.,Po,Pontevedra,Lourizán,29TNG2795,50.0,20-VII-2002,colonizando muros de contención,,,J. B. Blanco-Dios,LOU 28024
2057,Centaurea ultreiae Silva Pando,C,Coristanco,Seavia,29TNH2174,390.0,11-VI-2002,"en terrenos removidos de los alrededores de un campo de fútbol, sobre gabros",,,J. B. Blanco-Dios,LOU 28025
2058,Centaurea ultreiae Silva Pando,C,Coristanco,Seavia,29TNH2174,390.0,11-VI-2002,"en terrenos removidos de los alrededores de un campo de fútbol, sobre gabros",,,J. B. Blanco-Dios,LOU 28026
2059,Centaurea ultreiae Silva Pando,C,Coristanco,Seavia,29TNH2174,390.0,11-VI-2002,"en terrenos removidos de los alrededores de un campo de fútbol, sobre gabros",,,J. B. Blanco-Dios,LOU 28027
2060,Centaurea ultreiae Silva Pando,C,Santa Comba,Xallas de Castriz,29TNH2069,360-370,20-V-2003,"en márgenes de pistas y en el interior de plantaciones de Eucalyptus globulus y de Pinus pinaster, en metagabros pegmatoides y anfibolitas, peridotitas, serpentinitas y piroxenitas",,,J. B. Blanco-Dios,LOU 28028
2061,Cotula australis (Spreng.) Hook. fil.,C,A Coruña,casco urbano,29TNJ4701,20.0,18-VII-2004,en los jardines que rodean el Ayuntamiento,,,J. B. Blanco-Dios,LOU 28029
2062,Zantedeschia aethiopica (L.) Spreng.,C,Laxe,Soesto,29TMH9884,15.0,10-VII-2002,colonizando márgenes de regato,,,J. B. Blanco-Dios,LOU 28030
2063,Veratrum album L.,C,Santa Comba,Grixoa de Esternande,29TNH1873,380.0,01-VI-2004,en braña,,,J. B. Blanco-Dios,LOU 28031
2064,Veratrum album L.,C,Coristanco,Seavia,29TNH1873,380.0,01-VI-2004,en braña,,,J. B. Blanco-Dios,LOU 28032
2065,Tropaeolum majus L.,Po,Cangas,San Roque,29TNG1778,50.0,14-IX-2004,"Como trepadora en muros, con suelos nitrificados y algo húmedos",,Abundante,"R. Pino, M.J. García & A. Pino",LOU 28034
2066,Fallopia baldschuanica (Regel) Holub,Po,Cangas,San Roque,29TNG1778,60.0,14-IX-2004,En muro de piedra,,Abundante,"R. Pino, M.J. García & A. Pino",LOU 28035
2067,Phagnalon saxatile (L.) Cass.,C,Santiago,Santiago,29TNH3748,290.0,10-IX-2004,En muro de piedra,,Frecuente,G. Martínez Feijó,LOU 28036
2068,Salsola kali L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,1.0,18-IX-2004,En dunas primarias,,Abundante,"R. Pino, G. Martínez & M.D. García",LOU 28037
2069,Atriplex laciniata L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,1.0,18-IX-2004,En dunas primarias,,Abundante,"R. Pino, G. Martínez & M.D. García",LOU 28038
2070,Tribulus terrestris L.,Po,Illa de Arousa,Playa de O Espiñeiro,29TNH1010,3.0,18-IX-2004,En dunas secundarias,,Escasa,"R. Pino, G. Martínez & M.D. García",LOU 28039
2071,Stenotaphrum secundatum (Walter) Kuntze,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,2.0,18-IX-2004,En talud arenoso sombrío,,Abundante,"R. Pino, G. Martínez & M.D. García",LOU 28040
2072,Spiranthes spiralis (L.) Chevall.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,8.0,18-IX-2004,"En postduna, zona húmeda y sin gran cobertura",,Escasa,"R. Pino, G. Martínez & M.D. García",LOU 28041
2073,Panicum repens L.,Po,Illa de Arousa,Playa de O Espiñeiro,29TNH1010,4.0,18-IX-2004,"En prado húmedo, tras la duna",,Abundante,"R. Pino, G. Martínez & M.D. García",LOU 28042
2074,Ipomoea purpurea (L.) Roth,Po,Cangas,"Darbo, O Gatañal",29TNG1678,40.0,24-IX-2004,En setos,,Abundante,R. Pino & A. Pino,LOU 28044
2075,Ipomoea purpurea (L.) Roth,Po,Cangas,"Darbo, O Gatañal",29TNG1678,40.0,24-IX-2004,En setos,,Abundante,R. Pino & A. Pino,LOU 28044
2076,Setaria pumila (Poir.) Schult.,Po,Cangas,"Darbo, Serra Poente",29TNG1778,80.0,24-IX-2004,En márgenes de caminos,,Abundante,R. Pino & A. Pino,LOU 28045
2077,Paspalum vaginatum Sw.,Po,Cangas,"Darbo, Serra Poente",29TNG1778,80.0,24-IX-2004,En márgenes de caminos,,Abundante,R. Pino & A. Pino,LOU 28046
2078,Scolymus hispanicus L.,C,Mazaricos,Playa de Quilmas,29TMH8847,2.0,28-IX-2004,Dunas secundarias,,Frecuente,R. Pino & J.L. Corral,LOU 28047
2079,Sporobolus indicus (L.) R. Br.,C,Mazaricos,Playa de Quilmas,29TMH8847,5.0,28-IX-2004,Matorral bajo de costa con Ulex y Erica,,Abundante,R. Pino & J.L. Corral,LOU 28049
2080,Honckenya peploides (L.) Ehrh.,C,Mazaricos,Playa de Quilmas,29TMH8847,1.0,28-IX-2004,Dunas primarias,,Frecuente,R. Pino & J.L. Corral,LOU 28050
2081,Honckenya peploides (L.) Ehrh.,C,Mazaricos,Playa de Quilmas,29TMH8847,1.0,28-IX-2004,Dunas primarias,,Frecuente,R. Pino & J.L. Corral,LOU 28050
2082,Crithmum maritimum L.,C,Corcubión,Isla Lobeira Pequeña,29TMH8646,1.0,28-IX-2004,En arena,,Escasa,R. Pino & J.L. Corral,LOU 28051
2083,Beta maritima L.,C,Corcubión,Isla Lobeira Pequeña,29TMH8646,1.0,28-IX-2004,En arena,,Escasa,R. Pino & J.L. Corral,LOU 28052
2084,Cakile maritima Scop.,C,Corcubión,Isla Lobeira Pequeña,29TMH8646,1.0,28-IX-2004,En arena,,Escasa,R. Pino & J.L. Corral,LOU 28053
2085,Ficus carica L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En zona de huerto,,Escasa,R. Pino & J.L. Corral,LOU 28054
2086,Beta maritima L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,4.0,28-IX-2004,En zonas nitrificadas,,Abundante,R. Pino & J.L. Corral,LOU 28055
2087,Angelica pachycarpa Lange,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En grietas de roquedos,,Abundante,R. Pino & J.L. Corral,LOU 28056
2088,Crithmum maritimum L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,12.0,28-IX-2004,En muros,,Abundante,R. Pino & J.L. Corral,LOU 28057
2089,Sonchus oleraceus L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En zonas nitrificadas,,Frecuente,R. Pino & J.L. Corral,LOU 28058
2090,Spergularia rupicola Le Jol.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En roquedos,,Abundante,R. Pino & J.L. Corral,LOU 28060
2091,Fumaria muralis W.D.J. Koch,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En muros de viviendas,,Frecuente,R. Pino & J.L. Corral,LOU 28061
2092,Lavatera cretica L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En zonas nitrificadas,,Abundante,R. Pino & J.L. Corral,LOU 28062
2093,Urtica urens L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En zonas nitrificadas,,Abundante,R. Pino & J.L. Corral,LOU 28063
2094,Lavatera arborea L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En zonas nitrificadas,,Abundante,R. Pino & J.L. Corral,LOU 28064
2095,Lavatera arborea L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En zonas nitrificadas,,Abundante,R. Pino & J.L. Corral,LOU 28064
2096,Portulaca oleracea L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,4.0,28-IX-2004,En zonas de pisoteo,,Muy abundante,R. Pino & J.L. Corral,LOU 28065
2097,Digitaria sanguinalis (L.) Scop.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En grietas de roquedos,,Frecuente,R. Pino & J.L. Corral,LOU 28066
2098,Erodium moschatum (L.) L'Hér.,C,Corcubión,Isla Lobeira Grande,29TMH8447,4.0,28-IX-2004,En roquedos,,Frecuente,R. Pino & J.L. Corral,LOU 28067
2099,Trifolium repens L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En grietas de roquedos,,Escasa,R. Pino & J.L. Corral,LOU 28068
2100,Echinochloa crus-galli (L.) P. Beauv.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En grietas de roquedos,,Escasa,R. Pino & J.L. Corral,LOU 28069
2101,Solanum nigrum L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En grietas de roquedos,,Escasa,R. Pino & J.L. Corral,LOU 28070
2102,Matricaria maritima L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En zonas nitrificadas,,Escasa,R. Pino & J.L. Corral,LOU 28071
2103,Sisymbrium austriacum subsp. chrysanthum (Jord.) Rouy & Foucaud,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En zonas nitrificadas,,Frecuente,R. Pino & J.L. Corral,LOU 28072
2104,Diplotaxis catholica (L.) DC.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En zonas nitrificadas,,Frecuente,R. Pino & J.L. Corral,LOU 28074
2105,Andryala integrifolia L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En grietas de roquedos,,Escasa,R. Pino & J.L. Corral,LOU 28075
2106,Asplenium marinum L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En grietas de roquedos,,Escasa,R. Pino & J.L. Corral,LOU 28076
2107,Dactylis glomerata L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,10.0,28-IX-2004,En zonas nitrificadas,,Frecuente,R. Pino & J.L. Corral,LOU 28077
2108,Dianthus hyssopifolius L.,C,Corcubión,Playa de Quilmas,29TMH8847,5.0,28-IX-2004,En matorral bajo con Ulex y Erica,,Escasa,R. Pino & J.L. Corral,LOU 28078
2109,Chenopodium album L.,C,Corcubión,Isla Lobeira Grande,29TMH8447,5.0,28-IX-2004,En zonas nitrificadas,"Tapiza toda la isla prácticamente, a excepción de los lugares más rocosos",Muy abundante,R. Pino & J.L. Corral,LOU 28079
2110,Centaurea nigra L.,Lu,Folgoso do Courel,"Vilar, Ermida de San Roque",29TPH4413,550.0,30-X-2004,En prados bordeados de soutos de castaños,,Frecuente,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28080
2111,Scabiosa columbaria L.,Lu,Folgoso do Courel,Vilamor,29TPH4514,540.0,30-X-2004,"En soutos abandonados, de gran inclinaciçon",,Escasa,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28081
2112,Crocus serotinus Salisb.,Lu,Folgoso do Courel,Froxán,29TPH4312,470.0,30-X-2004,En caminos y bajo souto,,Abundante,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28082
2113,Eryngium duriaei Boiss.,Lu,Folgoso do Courel,Alto da Devesa da Rogueira,29TPH5418,1367.0,31-X-2004,En glera,Una pequeña población de una treintena de ejemplares,Escasa,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28083
2114,Quercus petraea (Matt.) Liebl.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5418,1100.0,31-X-2004,En el bosque de la Devesa,,Frecuente,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28084
2115,Dianthus hyssopifolius L.,Lu,Folgoso do Courel,"Moreda, subida a la devesa da Rogueira",29TPH5420,720.0,31-X-2004,En zonas calizas de la Devesa,,Frecuente,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28085
2116,Dryopteris carthusiana (Vill.) H.P. Fuchs,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5418,1100.0,31-X-2004,En zonas sombrias y húmedas,,Abundante,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28086
2117,Taxus baccata L.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5418,1100.0,31-X-2004,En el bosque de la Devesa,,Abundante,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28087
2118,Merendera pyrenaica (Pourr.) P. Fourn.,Lu,Quiroga,A Campa da Lucenza,29TPH5418,1484.0,31-X-2004,En prados semialpinos muy expuestos,,Frecuente,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28088
2119,Juncus conglomeratus L.,Lu,Quiroga,Laguna de A Lucenza,29TPH5417,1375.0,31-X-2004,En la orilla de la laguna,,Localmente abundante,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28090
2120,Juncus conglomeratus L.,Lu,Quiroga,Laguna de A Lucenza,29TPH5417,1375.0,31-X-2004,En la orilla de la laguna,,Localmente abundante,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28090
2121,Chenopodium bonus-henricus L.,Lu,Quiroga,A Campa da Lucenza,29TPH5418,1484.0,31-X-2004,"En prados semialpinos muy expuestos, con suelos semiturbosas",,Escasa,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28091
2122,Salix caprea L.,Lu,Folgoso do Courel,Alto da Devesa da Rogueira,29TPH5418,1367.0,31-X-2004,En glera,,Escasa,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28092
2123,Crocus serotinus Salisb.,Lu,Quiroga,A Campa da Lucenza,29TPH5418,1484.0,31-X-2004,"En prados semialpinos muy expuestos, con suelos semiturbosas",,Abundante,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28093
2124,Asplenium ruta-muraria L.,Lu,Folgoso do Courel,"Moreda, subida a la devesa da Rogueira",29TPH5420,720.0,31-X-2004,En pared caliza,,Abundante,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28094
2125,Fagus sylvatica L.,Lu,Folgoso do Courel,Devesa da Rogueira,29TPH5418,1100.0,31-X-2004,En el bosque de la Devesa,,Abundante,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28096
2126,Lithodora prostrata (Loisel.) Griseb.,Lu,Quiroga,A Campa da Lucenza,29TPH5418,1484.0,31-X-2004,"En prados semialpinos muy expuestos, con suelos semiturbosas",,Escasa,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28097
2127,Crocus serotinus Salisb.,Lu,Folgoso do Courel,"Moreda, subida a la devesa da Rogueira",29TPH5420,720.0,31-X-2004,Bajo soutos de castaños,,Abundante,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28098
2128,Gentiana lutea L.,Lu,Quiroga,Laguna de A Lucenza,29TPH5417,1375.0,31-X-2004,En zonas de gran cobertura vegetal de Erica y Pterospartum,,Frecuente,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28099
2129,Campanula arvatica Lag.,Lu,Folgoso do Courel,"Moreda, subida a la devesa da Rogueira",29TPH5420,720.0,31-X-2004,En una oquedad caliza,,Frecuente,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28100
2130,Centranthus ruber (L.) DC.,Lu,Folgoso do Courel,Iglesia,29TPH4816,600.0,01-XI-2004,En los muros de la iglesia y cementerio,,Localmente abundante,"R. Pino, G. Martínez, J. Velasco, M.D. García, M.J. García & A. Pino",LOU 28101
2131,Acacia retinodes Schltdl.,Po,Moaña,Meira,29TNG2481 ,50.0,10-XI-2004,En margen de carretera,"Una veintena de ejemplares sin duda plantados para servir de pantalla. También los hemos visto en Pontevedra en zonas ajardinadas de la autopista del Atlántico, a quien corresponde la segunda UTM, si bien no herborizada",,R. Pino & J.J. Pino,LOU 28102
2132,Crocus serotinus Salisb.,Po,Pontevedra,San Blas,29TNG2996,50.0,10-XI-2004,En zonas de matorral,,Escasa,R. Pino & J.J. Pino,LOU 28103
2133,Hedera hibernica (G. Kirchn.) Bean,Po,Pontevedra,San Blas,29TNG2996,50.0,10-XI-2004,En muros,,Abundante,R. Pino & J.J. Pino,LOU 28104
2134,Crocus serotinus Salisb.,Po,Cangas,Nerga,29TNG1479,60.0,09-XI-2004,En prados con Pinus pinaster,,Abundante,"R. Pino, M.J. García & A. Pino",LOU 28106
2135,Polypodium cambricum L.,Po,Vigo,Estación marítima,29TNG2276,2.0,18-XI-2004,En las grietas del muelle de pasajeros a Cangas,"Forma matas amplias, en el límite de las salpicaduras habituales del mar",Abundante,R. Pino,LOU 28107
2136,Polypodium cambricum L.,Po,Cangas,Playa de Barra,29TNG1179,7.0,05-XII-2004,En muros de piedra entre las fincas,,Abundante,"R. Pino, J.J. Pino, A. Pino & A. Pino",LOU 28108
2137,Polypodium vulgare L.,Po,Cangas,Playa de Barra,29TNG1279,3.0,05-XII-2004,"En el suelo de las dunas secundarias, bajo Pinus pinaster, con orientación N",,Abundante,"R. Pino, J.J. Pino, A. Pino & A. Pino",LOU 28109
2138,Asplenium onopteris L.,Po,Cangas,Playa de Barra,29TNG1179,7.0,05-XII-2004,En muros de piedra entre las fincas,,Abundante,"R. Pino, J.J. Pino, A. Pino & A. Pino",LOU 28110
2139,Blechnum spicant (L.) Roth,Or,Padrenda,Gorgua,29TNG7161,570.0,,,,,R. Pino & J.J. Pino,LOU 28111
2140,Ranunculus ficaria L.,Or,Padrenda,Gorgua,29TNG7761,628.0,,,,,R. Pino & J.J. Pino,LOU 28112
2141,Pterospartum tridentatum (L.) Willk. subsp. tridentatum,Or,Padrenda,Gorgua,29TNG7160,860.0,,,,,R. Pino & J.J. Pino,LOU 28113
2142,Digitalis purpurea L.,Or,Padrenda,Gorgua,29TNG7161,750.0,,,,,R. Pino & J.J. Pino,LOU 28114
2143,Erica cinerea L.,Or,Padrenda,Gorgua,29TNG7160,860.0,,,,,R. Pino & J.J. Pino,LOU 28115
2144,Erica australis L.,Or,Padrenda,Gorgua,29TNG7160,813.0,18-I-2003,,,,R. Pino & J.J. Pino,LOU 28116
2145,Eryngium duriaei Boiss.,Or,Padrenda,Gorgua,29TNG7261,950.0,,,,,R. Pino & J.J. Pino,LOU 28117
2146,Hedera helix L.,Or,Padrenda,Gorgua,29TNG7161,600.0,,,,,R. Pino & J.J. Pino,LOU 28118
2147,Hedera helix L.,Or,Padrenda,Gorgua,29TNG7761,628.0,,,,,R. Pino & J.J. Pino,LOU 28119
2148,Ilex aquifolium L.,Or,Padrenda,Gorgua,29TNG7161,562.0,,,,,R. Pino & J.J. Pino,LOU 28120
2149,Lonicera periclymenum L.,Or,Padrenda,Gorgua,29TNG7161,570.0,,,,,R. Pino & J.J. Pino,LOU 28121
2150,Luzula sylvatica (Huds.) Gaudin,Or,Padrenda,Gorgua,29TNG7761,628.0,,,,,R. Pino & J.J. Pino,LOU 28122
2151,Quercus robur L.,Or,Padrenda,Gorgua,29TNG7161,570.0,,,,,R. Pino & J.J. Pino,LOU 28123
2152,Umbilicus rupestris (Salisb.) Dandy,Or,Padrenda,Gorgua,29TNG7160,795.0,,,,,R. Pino & J.J. Pino,LOU 28124
2153,Vaccinium myrtillus L.,Or,Padrenda,Gorgua,29TNG7761,628.0,,,,,R. Pino & J.J. Pino,LOU 28125
2154,Polypodium cambricum L.,Or,Padrenda,Gorgua,29TNG7161,750.0,,,,,R. Pino & J.J. Pino,LOU 28126
2155,Lithodora prostrata (Loisel.) Griseb.,Or,Padrenda,Gorgua,29TNG7160,860.0,,,,,R. Pino & J.J. Pino,LOU 28127
2156,Stachys arvensis (L.) L.,Po,Cangas,Pedra Alta,29TNG1778,30.0,23-I-2003,En Campos cultivados,,,R. Pino & J.J. Pino,LOU 28128
