scientificName,stateProvince,municipality,verbatimLocality,verbatimCoordinates,verbatimElevation,eventDate,habitat,observaciones,Abundancia,recordedBy,occurrenceID,basisOfRecord
Pittosporum tobira (Thunb.) W.T. Aiton,Po,Oia,Cabo Silleiro,29TNG0860,0,24-VII-2004,"Vegetación de roquedo muy próxima a la línea de costa (Ulex, Pteridium, Daphne, Carlina, Silene, ...)","Árbol de unos 2 m de altura, sin duda escapado de cultivo de jardín.",1,A.C. Vázquez,LOU 27036,PreservedSpecimen
Anthyllis vulneraria L.,Po,Oia,Cabo Silleiro,29TNG0860,0,24-VII-2004,Vegetación entre las rocas cercanas a la línea de costa,,Abundante,A.C. Vázquez,LOU 27037,PreservedSpecimen
Crithmum maritimum L.,Po,Oia,Cabo Silleiro,29TNG0860,0,24-VII-2004,En zona de roquedo sobre la línea de la pleamar,,Muy abundante,A.C. Vázquez,LOU 27038,PreservedSpecimen
Euphorbia terracina L.,Po,Oia,Cabo Silleiro,29TNG0860,0,24-VII-2004,En la zona rocosa cercana a la costa,,Frecuente,A.C. Vázquez,LOU 27039,PreservedSpecimen
Carlina corymbosa L.,Po,Oia,Cabo Silleiro,29TNG0860,0,24-VII-2004,En la zona de rocas sobre a la costa,,frecuente,A.C. Vázquez,LOU 27040,PreservedSpecimen
Daphne gnidium L.,Po,Oia,Cabo Silleiro,29TNG0860,0,24-VII-2004,Zona rocosa a lo largo de la costa,,frecuente,A.C. Vázquez,LOU 27041,PreservedSpecimen
Ulex europaeus L.,Po,Oia,Cabo Silleiro,29TNG0860,0,24-VII-2004,Zona rocosa a lo largo de la costa,"Posiblemente se trata de la subespecie latebracteatus, pero no pude confirmarlo por la ausencia de flores. En toda esta zona, los ejemplares costeros de Ulex europaeus L. son claramente pilosos o lanuginosos.",Abundante,A.C. Vázquez,LOU 27042,PreservedSpecimen
Cuscuta epithymum (L.) L.,Po,Oia,Cabo Silleiro,29TNG0860,0,24-VII-2004,Parasitando Ulex europaeus en la zona rocosa a lo largo de la costa,,Frecuente,A.C. Vázquez,LOU 27043,PreservedSpecimen
Silene uniflora Roth subsp. uniflora,Po,Oia,Cabo Silleiro,29TNG0860,0,24-VII-2004,Vegetación entre las rocas sobre la línea de costa,,Abundante,A.C. Vázquez,LOU 27044,PreservedSpecimen
Centaurium scilloides (L. fil.) Samp.,Po,Oia,Cabo Silleiro,29TNG0860,0,24-VII-2004,Vegetación entre las rocas sobre la línea de costa,,Frecuente,A.C. Vázquez,LOU 27045,PreservedSpecimen
Centaurium scilloides (L. fil.) Samp.,Po,Oia,Cabo Silleiro,29TNG0860,0,24-VII-2004,Vegetación entre las rocas sobre la línea de costa,,Frecuente,A.C. Vázquez,LOU 27045,PreservedSpecimen
Anthemis arvensis L.,Po,Oia,Cabo Silleiro,29TNG0861,0,24-VII-2004,Superficie de destierre en la costa,,Abundante,A.C. Vázquez,LOU 27046,PreservedSpecimen
Davallia canariensis (L.) Sm.,Po,Gondomar,Villaza-Areíña,29TNG1963,150,20-IX-2003,"Sobre una roca musgosa, en borde de camino, bajo Quercus robur.",,,A.C. Vázquez,LOU 27047,PreservedSpecimen
Lycopus europaeus L.,Po,Vigo,"Marisma en la desembocadura del río Lagares, junto a la depuradora",29TNG1872,0,15-VIII-2004,Borde de camino,,Poco frecuente,A.C. Vázquez,LOU 27048,PreservedSpecimen
Humulus lupulus L.,Po,Vigo,Galería del río Lagares,29TNG2372,23,15-VIII-2004,Enredado en los árboles de ribera. La planta recolectada estaba instalada en el tronco y ramas bajas de un Alnus glutinosa,"De esta recolección hay un segundo pliego de herbario, LOU 27049/1",Frecuente,A.C. Vázquez,LOU 27049,PreservedSpecimen
Humulus lupulus L.,Po,Vigo,Galería del río Lagares,29TNG2372,23,15-VIII-2004,Enredado en los árboles de ribera. La planta recolectada estaba instalada en el tronco y ramas bajas de un Alnus glutinosa,"De esta recolección hay un segundo pliego de herbario, LOU 27049/1",Frecuente,A.C. Vázquez,LOU 27049,PreservedSpecimen
Humulus lupulus L.,Po,Vigo,"Galería del río Lagares, en la confluencia con el arroyo Eifonso",29TNG2473,29,08-VIII-2004,Enredado en los árboles de rivera. El ejemplar recolectado se hallaba instalado sobre el tronco y ramas de un Ficus carica,,Frecuente,G. Vázquez & A.C. Vázquez,LOU 27050,PreservedSpecimen
Humulus lupulus L.,Po,Vigo,"Galería del río Lagares, en la confluencia con el arroyo Eifonso",29TNG2473,29,08-VIII-2004,Enredado en los árboles de rivera. El ejemplar recolectado se hallaba instalado sobre el tronco y ramas de un Ficus carica,,Frecuente,G. Vázquez & A.C. Vázquez,LOU 27050,PreservedSpecimen
Cotula coronopifolia L.,Po,Vigo,Marisma en la desembocadura del río Lagares,29TNG1872,0,15-IV-2004,"Camino muy pisado, arenoso",,20 aprox,A.C. Vázquez,LOU 27051,PreservedSpecimen
Epilobium parviflorum Schreb.,Po,Vigo,Marisma en la desembocadura del río Lagares,29TNG1972,0,15-VIII-2004,Borde de camino,,Frecuente,A.C. Vázquez,LOU 27052,PreservedSpecimen
Halimione portulacoides (L.) Aellen,Po,Vigo,Marisma en la desembocadura del río Lagares,29TNG1872,0,15-VIII-2004,Zona parcialmente encharcada,,Muy abundante,A.C. Vázquez,LOU 27053,PreservedSpecimen
Verbena officinalis L.,Po,Vigo,En la confluencia de los ríos Lagares y Eifonso,29TNG2473,29,08-VIII-2004,Borde de camino,,Frecuente,G. Vázquez & A.C. Vázquez,LOU 27054,PreservedSpecimen
Senecio jacobaea L.,Po,Vigo,En la confluencia de los ríos Lagares y eifonso,29TNG2473,29,08-VIII-2004,Bosde de camino,,Abundante,G. Vázquez & A.C. Vázquez,LOU 27055,PreservedSpecimen
Andryala integrifolia L.,Po,Gondomar,Villaza-Areíña,29TNG1963,150,05-VIII-2004,Borde de prado sobre talud contenido por muro de piedra,,Escasa,A.C. Vázquez,LOU 27056,PreservedSpecimen
Jasione montana L.,Po,Gondomar,Villaza-Areíña,29TNG1963,150,05-VIII-2004,Taludes,,Frecuente,A.C. Vázquez,LOU 27057,PreservedSpecimen
Jasione montana L.,Po,Gondomar,Villaza-Areíña,29TNG1963,150,05-VIII-2004,Taludes,,Frecuente,A.C. Vázquez,LOU 27057,PreservedSpecimen
Mentha suaveolens Ehrh.,Po,Gondomar,Villaza-Areíña,29TNG1963,150,05-VIII-2004,Campos sin cultivar,,Abundante,A.C. Vázquez,LOU 27058,PreservedSpecimen
Polycarpon tetraphyllum (L.) L.,Po,Gondomar,Villaza-Areíña,29TNG1963,150,05-VIII-2004,Fincas sin cultivar,,Abundante,A.C. Vázquez,LOU 27059,PreservedSpecimen
Reseda media Lag.,Po,Gondomar,Villaza-Areíña,29TNG1963,150,05-VIII-2004,En lo alto de un talud protegido por un muro de piedra,,15 aprox,A.C. Vázquez,LOU 27060,PreservedSpecimen
Sorghum halepense (L.) Pers.,Po,Pontevedra,Lourizán,29TNG2795,10,05-VIII-2004,Borde de carretera,,1,"R. Pino, J.J. Pino & A.C. Vázquez",LOU 27061,PreservedSpecimen
Angelica sylvestris L.,Po,Vigo,Río Lagares,29TNG2072,10,16-VIII-2004,Suelos húmedos al borde del río,,Abundante,A.C. Vázquez,LOU 27062,PreservedSpecimen
Polygonum persicaria L.,Po,Vigo,Marisma en la desembocadura del río Lagares,29TNG1872,0,16-VIII-2004,Borde de camino,,Poco frecuente,A.C. Vázquez,LOU 27063,PreservedSpecimen
Datura stramonium L.,Po,Vigo,Río Lagares,29TNG2072,10,16-VIII-2004,Zona de tierra recientemente removida junto al margen del río,"Se trata de un grupo numeroso (más de 100) de plantas recientes, todavía de escaso desarrollo. Probablemente hijas de otras mucho más desarrolladas que hay en el talud del río cercano.",Localmente abundante,A.C. Vázquez,LOU 27064,PreservedSpecimen
Calystegia silvatica (Kit.) Griseb.,Po,Vigo,Río Lagares,29TNG2173,15,19-VIII-2004,Talud al borde del río,,Muy abundante,A.C. Vázquez & G. Vázquez,LOU 27065,PreservedSpecimen
Calystegia sepium (L.) R. Br.,Po,Vigo,Río Lagares,29TNG2072,10,19-VIII-2004,Talud al borde del río,,Frecuente,A.C. Vázquez & G. Vázquez,LOU 27066,PreservedSpecimen
Convolvulus arvensis (L.) Roem. & Schult.,Po,Vigo,Río Lagares,29TNG2072,15,19-VIII-2004,Borde de prado,,Escasa,A.C. Vázquez & G. Vázquez,LOU 27067,PreservedSpecimen
Polygonum capitatum D. Don,Po,Vigo,Parque de Castrelos,29TNG2273,20,19-VIII-2004,"Sobre rocas y muros, en zonas generalmente protegidas de la luz solar directa la mayor parte del día",,Poco frecuente,A.C. Vázquez & G. Vázquez,LOU 27068,PreservedSpecimen
Polygonum persicaria L.,Po,Vigo,Río Lagares,29TNG2072,10,17-VIII-2004,Borde del río,,Muy abundante,A.C. Vázquez & G. Vázquez,LOU 27069,PreservedSpecimen
Polygonum aviculare L.,Po,Vigo,Desembocadura del río Lagares,29TNG1872,0,17-VIII-2004,Camino arenoso al borde de la marisma,,1,G. Vázquez & A.C. Vázquez,LOU 27070,PreservedSpecimen
Atriplex prostrata DC.,Po,Vigo,Desembocadura del río Lagares,29TNG1872,0,17-VIII-2004,Camino arenoso,,Frecuente,G. Vázquez & A.C. Vázquez,LOU 27071,PreservedSpecimen
"Cymbalaria muralis P. Gaertn., B. Mey. & Scherb.",Po,Vigo,Río Lagares,29TNG2373,20,21-VIII-2004,En la pared de un viejo molino,,Escasa,A.C. Vázquez & G. Vázquez,LOU 27072,PreservedSpecimen
Polygonum aviculare L.,Po,Vigo,Río Lagares,29TNG2373,20,21-VIII-2004,Borde de camino,,Abundante,A.C. Vázquez & G. Vázquez,LOU 27073,PreservedSpecimen
Illecebrum verticillatum L.,Po,Gondomar,"Auga da Laxe, monte Galiñeiro",29TNG2365,470,21-VIII-2004,Suelo pedregoso,,Disperso,A.C. Vázquez,LOU 27074,PreservedSpecimen
Illecebrum verticillatum L.,Po,Gondomar,"Auga da Laxe, monte Galiñeiro",29TNG2365,470,21-VIII-2004,Suelo pedregoso,,Disperso,A.C. Vázquez,LOU 27074,PreservedSpecimen
Gentiana pneumonanthe L.,Po,Vigo,Monte Galiñeiro,29TNG2565,520,21-VIII-2004,Prados aclarados en el brezal,,"Abundante, dispersa",A.C. Vázquez,LOU 27075,PreservedSpecimen
Erica ciliaris L.,Po,Vigo,Monte Galiñeiro,29TNG2565,520,21-IV-2004,Monte bajo,,Abundante,A.C. Vázquez,LOU 27076,PreservedSpecimen
Thymus caespititius Brot.,Po,Vigo,Monte Galiñeiro,29TNG2565,520,21-VIII-2004,En suelo rocoso,,Frecuente,A.C. Vázquez,LOU 27077,PreservedSpecimen
Thymus caespititius Brot.,Po,Gondomar,Monte Galiñeiro,29TNG2464,500,21-VIII-2004,Borde de camino,,Frecuente,A.C. Vázquez,LOU 27078,PreservedSpecimen
Lotus corniculatus L.,Po,Vigo,Desembocadura del río Lagares,29TNG1872,0,23-VIII-2004,"Zona herbosa al borde de la marisma, con juncáceas y gramíneas",,Abundante,A.C. Vázquez & G. Vázquez,LOU 27079,PreservedSpecimen
Consolida ajacis (L.) Schur,Po,Vigo,Paseo del Río Lagares,29TNG1972,10,26-VIII-2004,"Terraplén reciente, formando parte de las obras de construcción de una carretera cercana",,5,A.C. Vázquez & R. Pino,LOU 27080,PreservedSpecimen
Carex pendula Huds.,Po,Vigo,Río Lagares,29TNG1972,10,28-VIII-2004,"Borde de zona pantanosa próxima al río, con abundante Tradescantia.",,Abundante,A.C. Vázquez,LOU 27081,PreservedSpecimen
Melilotus albus Medik.,Po,Vigo,Río Lagares,29TNG1972,10,28-VIII-2004,Destierre de reciente construcción,,Muy abundante,A.C. Vázquez,LOU 27082,PreservedSpecimen
Medicago lupulina L.,Po,Vigo,Zona del río Lagares próxima a la factoría Citröen,29TNG2072,15,27-VIII-2004,Borde sombrío de prado,,Abundante,A.C. Vázquez & G. Vázquez,LOU 27083,PreservedSpecimen
Gnaphalium luteo-album L.,Po,Vigo,Río Lagares,29TNG1972,10,27-VIII-2004,Destierre construido recientemente,,Abundante,A.C. Vázquez & G. Vázquez,LOU 27084,PreservedSpecimen
Galinsoga parviflora Cav.,Po,Vigo,Río Lagares,29TNG1972,10,28-VIII-2004,Destierre recientemente construido,,Abundante,A.C. Vázquez,LOU 27085,PreservedSpecimen
Rumex crispus L.,Po,Vigo,Río Lagares,29TNG1972,10,17-VIII-2004,Destierre recientemente construido,,Escasa,A.C. Vázquez & G. Vázquez,LOU 27086,PreservedSpecimen
Solanum nigrum L.,Po,Vigo,,29TNG1972,10,28-VIII-2004,Terraplén de reciente construcción,,Abundante,A.C. Vázquez,LOU 27087,PreservedSpecimen
Scrophularia auriculata L.,Po,Vigo,Zona pantanosa cercana a la desembocadura del río Lagares,29TNG1872,0,30-VIII-2004,Zona pantanosa,,Escasa,A.C. Vázquez,LOU 27088,PreservedSpecimen
Alisma plantago-aquatica L.,Po,Vigo,Zona pantanosa próxima a la desembocadura del río Lagares,29TNG1872,0,30-VIII-2004,Zona pantanosa,,1,A.C. Vázquez,LOU 27089,PreservedSpecimen
Matricaria maritima L.,Po,Vigo,Camino bordeando la marisma en la desembocadura del río Lagares,29TNG1872,0,21-VIII-2004,Borde de camino,,Escasa,A.C. Vázquez,LOU 27090,PreservedSpecimen
Scirpoides holoschoenus (L.) Soják,Po,Vigo,,29TNG1972,10,05-IX-2004,Borde de camino,,Un gran cepellón,A.C. Vázquez,LOU 27091,PreservedSpecimen
Paspalum vaginatum Sw.,Po,Vigo,Al pie del muro de la depuradora,29T9633,10,05-IX-2004,Borde de camino,,Abundante,A.C. Vázquez,LOU 27092,PreservedSpecimen
Cynodon dactylon (L.) Pers.,Po,Vigo,Al lado de la depuradora,29TNG1872,10,05-IX-2004,Borde de camino,,Muy abundante,A.C. Vázquez,LOU 27093,PreservedSpecimen
Sparganium erectum subsp. neglectum (Beeby) Schinz & Thell.,Po,Vigo,Zona pantanosa cercana al río Lagares,29TNG1972,10,05-IX-2004,Zona pantanosa,,Muy abundante,A.C. Vázquez,LOU 27094,PreservedSpecimen
Serratula tinctoria L.,Po,Vigo,Zamáns. Monte Galiñeiro,29TNG2565,520,08-IX-2004,Terreno herboso aclarado entre los pinos. Gneis y anfibolitas.,,Escasa,A.C. Vázquez,LOU 27095,PreservedSpecimen
Anagallis arvensis L.,Po,Vigo,Valadares,29TNG2269,250,09-IX-2004,Talud herboso,,Frecuente,A.C. Vázquez,LOU 27096,PreservedSpecimen
Medicago lupulina L.,Po,Vigo,Valadares,29TNG2269,250,09-IX-2004,Talud herboso,,Abundante,A.C. Vázquez,LOU 27097,PreservedSpecimen
Aster tripolium L.,Po,Vigo,Junquera en la desembocadura del Lagares,29TNG1872,0,11-IX-2004,"Junquera, zona inundada por algunas mareas","Probablemente se trate de la subespecie pannonicus, por ser las hojas muy escasamente suculentas. Falta ver los aquenios.",10,A.C. Vázquez & G. Vázquez,LOU 27098,PreservedSpecimen
Chlorophytum comosum (Thunb.) Jacq.,Po,Gondomar,Vilaza-Areíña,29TNG1963,130,11-IX-2004,"Prado segado, En zonas ocultas, a la sombra de otras plantas mayores.",Planta invasiva de origen sudafricano,20,A.C. Vázquez,LOU 27099,PreservedSpecimen
Allium ericetorum Thore,Po,Vigo,Zamáns. Monte Galiñeiro,29TNG2565,530,12-IX-2004,Prado montano entre pinares de repoblación.,,Escasa,A.C. Vázquez,LOU 27100,PreservedSpecimen
Eupatorium cannabinum L.,Po,Gondomar,Vilaza-Areíña,29TNG1963,130,11-IX-2004,Borde de finca,,Muy abundante,A.C. Vázquez,LOU 27101,PreservedSpecimen
Setaria pumila (Poir.) Schult.,Po,Gondomar,Vilaza-Areíña,29TNG1963,130,11-IX-2004,Finca sin cultivar,,Muy abundante,A.C. Vázquez,LOU 27102,PreservedSpecimen
Digitaria debilis (Desf.) Willd.,Po,Gondomar,Vilaza-Areíña,29TNG1963,130,11-IX-2004,Prado sin cultivar,Espiguillas en parejas. Gluma superior algo más larga que la lema inferior situada un poco más arriba. Gluma inferior muy pequeña. Espiguillas lanceoladas dispuestas en parejas. Cabillo de las espiguillas 'trialado'.,Muy abundante,A.C. Vázquez,LOU 27103,PreservedSpecimen
Bidens tripartita L.,Po,Vigo,,29TNG1972,4,19-IX-2004,Ambiente ruderal. Relleno reciente a causa de las obras de una carrtera.,,Frecuente,A.C. Vázquez,LOU 27104,PreservedSpecimen
Polygala vulgaris L.,Po,Gondomar,Vilaza-Areíña,29TNG1963,108,19-IX-2004,Finca sin cultivar,,Frecuente,A.C. Vázquez,LOU 27105,PreservedSpecimen
Callitriche stagnalis Scop.,Po,Gondomar,Vilaza-Areíña,29TNG1963,95,13-IX-2004,Remanso en un riachuelo,,Abundante,X.R. García Martínez & A.C. Vázquez,LOU 27106,PreservedSpecimen
Peucedanum lancifolium Lange,Po,Gondomar,Vilaza-Areiña,29TNG1963,130,19-IX-2004,"Borde de camino, bosque mixto",,Muy abundante,A.C. Vázquez,LOU 27107,PreservedSpecimen
Linaria triornithophora (L.) Willd.,Po,Gondomar,Vilaza-Areiña,29TNG1963,100,19-IX-2004,"Bosque mixto, bordes de senderos",,Frecuente,A.C. Vázquez,LOU 27108,PreservedSpecimen
Sporobolus indicus (L.) R. Br.,Po,Gondomar,Vilaza-Areiña,29TNG1963,130,19-IX-2004,Campo sin cultivar,,Muy abundante,A.C. Vázquez,LOU 27109,PreservedSpecimen
Euphorbia peplus L.,Po,Gondomar,Vilaza-Areiña,29TNG1963,120,28-IX-2004,"Zona algo ruderalizada, al pie de un muro de cemento",,Abundante,A.C. Vázquez,LOU 27110,PreservedSpecimen
Hypochoeris radicata L.,Po,Vigo,Valadares-Igrexa,29TNG2269,240,24-IX-2004,Terreno ruderalizado,,Abundante,A.C. Vázquez,LOU 27111,PreservedSpecimen
Hypochoeris radicata L.,Po,Vigo,Valadares-Igrexa,29TNG2269,240,24-IX-2004,Terreno ruderalizado,,Abundante,A.C. Vázquez,LOU 27111,PreservedSpecimen
Cirsium filipendulum Lange,Po,Gondomar,Vilaza,29TNG1963,110,01-X-2004,Bosque mixto,,Escaso,A.C. Vázquez & G. Vázquez,LOU 27112,PreservedSpecimen
Davallia canariensis (L.) Sm.,Po,Gondomar,Vilaza,29TNG1963,110,01-X-2004,Muro de piedra,,Frecuente,A.C. Vázquez & G. Vázquez,LOU 27113,PreservedSpecimen
Satureja ascendens (Jord.) K. Malý,Po,Gondomar,Vilaza,29TNG1963,130,01-X-2004,"Borde de camino, zona sombría bajo un puente de autopista.",,Abundante,A.C. Vázquez & G. Vázquez,LOU 27114,PreservedSpecimen
Beta maritima L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27500,PreservedSpecimen
Viola kitaibeliana Schult.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias y secundarias,,Muy abundante,"R. Pino, J.J. Pino & J. Corral",LOU 27501,PreservedSpecimen
Euphorbia portlandica L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias y secundarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27502,PreservedSpecimen
Seseli tortuosum L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias y secundarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27503,PreservedSpecimen
Mercurialis annua L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,"En dunas secundarias, zonas húmedas",,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27504,PreservedSpecimen
Calystegia soldanella (L.) Roem. & Schult.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27505,PreservedSpecimen
Crucianella maritima L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias y secundarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27506,PreservedSpecimen
Senecio gallicus Chaix,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias y secundarias,Por toda la isla,Abundante,"R. Pino, J.J. Pino & J. Corral",LOU 27507,PreservedSpecimen
Geranium molle L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias y secundarias,Ejemplares muy pequeños en zonas nitrificadas por las deyecciones de una colonia de al menos unas 600 parejas de Larus cachinans,Abundante,"R. Pino, J.J. Pino & J. Corral",LOU 27508,PreservedSpecimen
Otanthus maritimus (L.) Hoffmanns. & Link,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27509,PreservedSpecimen
Allium sphaerocephalon L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias y secundarias,,Abundante,"R. Pino, J.J. Pino & J. Corral",LOU 27510,PreservedSpecimen
Calendula suffruticosa subsp. algarbiensis (Boiss.) Nyman,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias y zonas húmedas del interior,,Abundante,"R. Pino, J.J. Pino & J. Corral",LOU 27511,PreservedSpecimen
Cakile maritima Scop.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27512,PreservedSpecimen
Urtica dioica L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,"En dunas secundarias, principalmente en zonas húmedas",Ejemplares muy pequeños en zonas nitrificadas por las deyecciones de una colonia de al menos unas 600 parejas de Larus cachinans,Abundante,"R. Pino, J.J. Pino & J. Corral",LOU 27513,PreservedSpecimen
Veronica officinalis L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27514,PreservedSpecimen
Cochlearia danica L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En zonas rocosas,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27515,PreservedSpecimen
Scrophularia frutescens L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas secundarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27516,PreservedSpecimen
Anthyllis vulneraria L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas secundarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27517,PreservedSpecimen
Erodium cicutarium subsp. bipinnatum Tourlet,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,"En dunas secundarias, zonas húmedas",Ejemplares muy pequeños en zonas nitrificadas por las deyecciones de una colonia de al menos unas 600 parejas de Larus cachinans,Abundante,"R. Pino, J.J. Pino & J. Corral",LOU 27518,PreservedSpecimen
Mibora minima (L.) Desv.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas secundarias,,Abundante,"R. Pino, J.J. Pino & J. Corral",LOU 27520,PreservedSpecimen
Dactylis glomerata L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas secundarias en zonas nitrificadas,,Abundante,"R. Pino, J.J. Pino & J. Corral",LOU 27521,PreservedSpecimen
Glaucium flavum Crantz,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas secundarias,"Los ejemplares destacaban por su porte entre las otras especies que le acompañaban, debido a la nitrificación del suelo por las deyecciones de las gaviotas argénteas",Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27522,PreservedSpecimen
Plantago lanceolata L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas secundarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27523,PreservedSpecimen
Pancratium maritimum L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas secundarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27525,PreservedSpecimen
Matricaria maritima L.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En dunas primarias,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27526,PreservedSpecimen
Stellaria media (L.) Vill.,C,Ribeira,Vionta,29TMH9905,11,17-III-2004,En zonas húmedas del interior,,Frecuente,"R. Pino, J.J. Pino & J. Corral",LOU 27527,PreservedSpecimen
