occurrenceID,dwc_references,identifier,title,author,imagedate,rightsholder,description,description_with_links,license
SANT:SANT:1-A,http://www.usc.es/herbario?SANT_1,http://193.144.34.193/imsrv/santimagethumb.php?id=1,SANT 1: Acer campestre L.,CopyNino,2006-10-24T20:00:00,SANT Herbarium,SANT 1: Acer campestre L. [Click reference links for details & high resolution images],SANT 1: Acer campestre L. <a href=http://www.usc.es/herbario?SANT_1 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:10002-A,http://www.usc.es/herbario?SANT_10002,http://193.144.34.193/imsrv/santimagethumb.php?id=3829,SANT 10002: Sedum amplexicaule DC.,D.G.SanLeón,2011-02-04T20:00:00,D.G.SanLeón,SANT 10002: Sedum amplexicaule DC. [Click reference links for details & high resolution images],SANT 10002: Sedum amplexicaule DC. <a href=http://www.usc.es/herbario?SANT_10002 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:10003-A,http://www.usc.es/herbario?SANT_10003,http://193.144.34.193/imsrv/santimagethumb.php?id=3830,SANT 10003: Sedum amplexicaule DC.,D.G.SanLeón,2011-02-04T20:00:00,D.G.SanLeón,SANT 10003: Sedum amplexicaule DC. [Click reference links for details & high resolution images],SANT 10003: Sedum amplexicaule DC. <a href=http://www.usc.es/herbario?SANT_10003 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:1003-A,http://www.usc.es/herbario?SANT_1003,http://193.144.34.193/imsrv/santimagethumb.php?id=6393,SANT 1003: Helichrysum stoechas (L.) Moench,D.G.SanLeón,2013-07-31T20:00:00,SANT Herbarium,SANT 1003: Helichrysum stoechas (L.) Moench [Click reference links for details & high resolution images],SANT 1003: Helichrysum stoechas (L.) Moench <a href=http://www.usc.es/herbario?SANT_1003 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:1003-A,http://www.usc.es/herbario?SANT_1003,http://193.144.34.193/imsrv/santimagethumb.php?id=6394,SANT 1003: Helichrysum stoechas (L.) Moench,D.G.SanLeón,2013-07-31T20:00:00,SANT Herbarium,SANT 1003: Helichrysum stoechas (L.) Moench [Click reference links for details & high resolution images],SANT 1003: Helichrysum stoechas (L.) Moench <a href=http://www.usc.es/herbario?SANT_1003 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:1003-A,http://www.usc.es/herbario?SANT_1003,http://193.144.34.193/imsrv/santimagethumb.php?id=6585,SANT 1003: Helichrysum stoechas (L.) Moench,D.G.SanLeón,2013-08-01T20:00:00,SANT Herbarium,SANT 1003: Helichrysum stoechas (L.) Moench [Click reference links for details & high resolution images],SANT 1003: Helichrysum stoechas (L.) Moench <a href=http://www.usc.es/herbario?SANT_1003 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:10044-A,http://www.usc.es/herbario?SANT_10044,http://193.144.34.193/imsrv/santimagethumb.php?id=7713,SANT 10044: Phleum pratense L.,D.G.SanLeón,2017-02-06T20:00:00,D.G.SanLeón,SANT 10044: Phleum pratense L. [Click reference links for details & high resolution images],SANT 10044: Phleum pratense L. <a href=http://www.usc.es/herbario?SANT_10044 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:10105-A,http://www.usc.es/herbario?SANT_10105,http://193.144.34.193/imsrv/santimagethumb.php?id=7488,SANT 10105: Leontice leontopetalum L.,D.G.SanLeón,2016-02-23T20:00:00,D.G.SanLeón,SANT 10105: Leontice leontopetalum L. [Click reference links for details & high resolution images],SANT 10105: Leontice leontopetalum L. <a href=http://www.usc.es/herbario?SANT_10105 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:10130-A,http://www.usc.es/herbario?SANT_10130,http://193.144.34.193/imsrv/santimagethumb.php?id=6395,SANT 10130: Rumex dentatus L. subsp. mesopotamicus Rech. fil.,D.G.SanLeón,2014-02-26T20:00:00,SANT Herbarium,SANT 10130: Rumex dentatus L. subsp. mesopotamicus Rech. fil. [Click reference links for details & high resolution images],SANT 10130: Rumex dentatus L. subsp. mesopotamicus Rech. fil. <a href=http://www.usc.es/herbario?SANT_10130 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:10269-A,http://www.usc.es/herbario?SANT_10269,http://193.144.34.193/imsrv/santimagethumb.php?id=6396,SANT 10269: Sorbus minima (Ley) Hedl.,D.G.SanLeón,2013-07-17T20:00:00,SANT Herbarium,SANT 10269: Sorbus minima (Ley) Hedl. [Click reference links for details & high resolution images],SANT 10269: Sorbus minima (Ley) Hedl. <a href=http://www.usc.es/herbario?SANT_10269 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:10478-A,http://www.usc.es/herbario?SANT_10478,http://193.144.34.193/imsrv/santimagethumb.php?id=363,SANT 10478: Limonium humile Mill.,CopyNino,2007-09-26T20:00:00,SANT Herbarium,SANT 10478: Limonium humile Mill. [Click reference links for details & high resolution images],SANT 10478: Limonium humile Mill. <a href=http://www.usc.es/herbario?SANT_10478 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:10478-A,http://www.usc.es/herbario?SANT_10478,http://193.144.34.193/imsrv/santimagethumb.php?id=6139,SANT 10478: Limonium humile Mill.,D.G.SanLeón,2012-05-15T20:00:00,D.G.SanLeón,SANT 10478: Limonium humile Mill. [Click reference links for details & high resolution images],SANT 10478: Limonium humile Mill. <a href=http://www.usc.es/herbario?SANT_10478 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:1059-A,http://www.usc.es/herbario?SANT_1059,http://193.144.34.193/imsrv/santimagethumb.php?id=7826,SANT 1059: Lapsana communis L. var. communis,D.G.SanLeón,2015-03-03T20:00:00,D.G.SanLeón,SANT 1059: Lapsana communis L. var. communis [Click reference links for details & high resolution images],SANT 1059: Lapsana communis L. var. communis <a href=http://www.usc.es/herbario?SANT_1059 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:10681-A,http://www.usc.es/herbario?SANT_10681,http://193.144.34.193/imsrv/santimagethumb.php?id=6397,SANT 10681: Epipactis helleborine (L.) Crantz,D.G.SanLeón,2014-02-25T20:00:00,SANT Herbarium,SANT 10681: Epipactis helleborine (L.) Crantz [Click reference links for details & high resolution images],SANT 10681: Epipactis helleborine (L.) Crantz <a href=http://www.usc.es/herbario?SANT_10681 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:1076-A,http://www.usc.es/herbario?SANT_1076,http://193.144.34.193/imsrv/santimagethumb.php?id=7725,SANT 1076: Leuzea rhaponticoides Graells,D.G.SanLeón,2017-02-17T20:00:00,D.G.SanLeón,SANT 1076: Leuzea rhaponticoides Graells [Click reference links for details & high resolution images],SANT 1076: Leuzea rhaponticoides Graells <a href=http://www.usc.es/herbario?SANT_1076 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:11-A,http://www.usc.es/herbario?SANT_11,http://193.144.34.193/imsrv/santimagethumb.php?id=3,SANT 11: Alisma alpestre Cosson,CopyNino,2006-10-16T20:00:00,SANT Herbarium,SANT 11: Alisma alpestre Cosson [Click reference links for details & high resolution images],SANT 11: Alisma alpestre Cosson <a href=http://www.usc.es/herbario?SANT_11 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:11326-A,http://www.usc.es/herbario?SANT_11326,http://193.144.34.193/imsrv/santimagethumb.php?id=354,SANT 11326: Hydrocharis morsus-ranae L.,CopyNino,2007-09-25T20:00:00,SANT Herbarium,SANT 11326: Hydrocharis morsus-ranae L. [Click reference links for details & high resolution images],SANT 11326: Hydrocharis morsus-ranae L. <a href=http://www.usc.es/herbario?SANT_11326 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:1163-A,http://www.usc.es/herbario?SANT_1163,http://193.144.34.193/imsrv/santimagethumb.php?id=7741,SANT 1163: Klasea flavescens (L.) Holub subsp. leucantha (Cav.) Cantó & Rivas Mart.,D.G.SanLeón,2015-02-23T20:00:00,D.G.SanLeón,SANT 1163: Klasea flavescens (L.) Holub subsp. leucantha (Cav.) Cantó & Rivas Mart. [Click reference links for details & high resolution images],SANT 1163: Klasea flavescens (L.) Holub subsp. leucantha (Cav.) Cantó & Rivas Mart. <a href=http://www.usc.es/herbario?SANT_1163 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:1166-A,http://www.usc.es/herbario?SANT_1166,http://193.144.34.193/imsrv/santimagethumb.php?id=7742,SANT 1166: Klasea nudicaulis (L.) Fourr.,D.G.SanLeón,2015-02-23T20:00:00,D.G.SanLeón,SANT 1166: Klasea nudicaulis (L.) Fourr. [Click reference links for details & high resolution images],SANT 1166: Klasea nudicaulis (L.) Fourr. <a href=http://www.usc.es/herbario?SANT_1166 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:1167-A,http://www.usc.es/herbario?SANT_1167,http://193.144.34.193/imsrv/santimagethumb.php?id=7743,SANT 1167: Klasea pinnatifida (Cav.) Cass. ex Talavera,D.G.SanLeón,2015-02-23T20:00:00,D.G.SanLeón,SANT 1167: Klasea pinnatifida (Cav.) Cass. ex Talavera [Click reference links for details & high resolution images],SANT 1167: Klasea pinnatifida (Cav.) Cass. ex Talavera <a href=http://www.usc.es/herbario?SANT_1167 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:11720-A,http://www.usc.es/herbario?SANT_11720,http://193.144.34.193/imsrv/santimagethumb.php?id=2167,SANT 11720: Inula salicina L.,D.G.SanLeón,2010-01-07T20:00:00,D.G.SanLeón,SANT 11720: Inula salicina L. [Click reference links for details & high resolution images],SANT 11720: Inula salicina L. <a href=http://www.usc.es/herbario?SANT_11720 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:11720-A,http://www.usc.es/herbario?SANT_11720,http://193.144.34.193/imsrv/santimagethumb.php?id=2168,SANT 11720: Inula salicina L.,D.G.SanLeón,2010-01-07T20:00:00,D.G.SanLeón,SANT 11720: Inula salicina L. [Click reference links for details & high resolution images],SANT 11720: Inula salicina L. <a href=http://www.usc.es/herbario?SANT_11720 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:11720-A,http://www.usc.es/herbario?SANT_11720,http://193.144.34.193/imsrv/santimagethumb.php?id=2169,SANT 11720: Inula salicina L.,D.G.SanLeón,2010-01-07T20:00:00,D.G.SanLeón,SANT 11720: Inula salicina L. [Click reference links for details & high resolution images],SANT 11720: Inula salicina L. <a href=http://www.usc.es/herbario?SANT_11720 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:11720-A,http://www.usc.es/herbario?SANT_11720,http://193.144.34.193/imsrv/santimagethumb.php?id=2170,SANT 11720: Inula salicina L.,D.G.SanLeón,2010-01-07T20:00:00,D.G.SanLeón,SANT 11720: Inula salicina L. [Click reference links for details & high resolution images],SANT 11720: Inula salicina L. <a href=http://www.usc.es/herbario?SANT_11720 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:11720-A,http://www.usc.es/herbario?SANT_11720,http://193.144.34.193/imsrv/santimagethumb.php?id=2171,SANT 11720: Inula salicina L.,D.G.SanLeón,2010-01-07T20:00:00,D.G.SanLeón,SANT 11720: Inula salicina L. [Click reference links for details & high resolution images],SANT 11720: Inula salicina L. <a href=http://www.usc.es/herbario?SANT_11720 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:11897-A,http://www.usc.es/herbario?SANT_11897,http://193.144.34.193/imsrv/santimagethumb.php?id=6398,SANT 11897: Sideritis x antoni-josephii Font Quer & Rivas Goday,D.G.SanLeón,2014-02-26T20:00:00,SANT Herbarium,SANT 11897: Sideritis x antoni-josephii Font Quer & Rivas Goday [Click reference links for details & high resolution images],SANT 11897: Sideritis x antoni-josephii Font Quer & Rivas Goday <a href=http://www.usc.es/herbario?SANT_11897 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:11913-A,http://www.usc.es/herbario?SANT_11913,http://193.144.34.193/imsrv/santimagethumb.php?id=6399,SANT 11913: Adenocarpus hispanicus (Lam.) DC. var. argyrophyllus Rivas Goday,D.G.SanLeón,2013-08-01T20:00:00,SANT Herbarium,SANT 11913: Adenocarpus hispanicus (Lam.) DC. var. argyrophyllus Rivas Goday [Click reference links for details & high resolution images],SANT 11913: Adenocarpus hispanicus (Lam.) DC. var. argyrophyllus Rivas Goday <a href=http://www.usc.es/herbario?SANT_11913 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:11980-A,http://www.usc.es/herbario?SANT_11980,http://193.144.34.193/imsrv/santimagethumb.php?id=6400,SANT 11980: Malcolmia nana (DC.) Boiss. subsp. confusa (Boiss.) Font Quer,D.G.SanLeón,2013-07-31T20:00:00,SANT Herbarium,SANT 11980: Malcolmia nana (DC.) Boiss. subsp. confusa (Boiss.) Font Quer [Click reference links for details & high resolution images],SANT 11980: Malcolmia nana (DC.) Boiss. subsp. confusa (Boiss.) Font Quer <a href=http://www.usc.es/herbario?SANT_11980 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:11984-A,http://www.usc.es/herbario?SANT_11984,http://193.144.34.193/imsrv/santimagethumb.php?id=6401,SANT 11984: Arenaria racemosa Willk.,D.G.SanLeón,2014-02-25T20:00:00,SANT Herbarium,SANT 11984: Arenaria racemosa Willk. [Click reference links for details & high resolution images],SANT 11984: Arenaria racemosa Willk. <a href=http://www.usc.es/herbario?SANT_11984 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12205-A,http://www.usc.es/herbario?SANT_12205,http://193.144.34.193/imsrv/santimagethumb.php?id=6402,SANT 12205: Erodium sanguis-christi Sennen subsp. durrieui P.Monts.,D.G.SanLeón,2013-07-17T20:00:00,SANT Herbarium,SANT 12205: Erodium sanguis-christi Sennen subsp. durrieui P.Monts. [Click reference links for details & high resolution images],SANT 12205: Erodium sanguis-christi Sennen subsp. durrieui P.Monts. <a href=http://www.usc.es/herbario?SANT_12205 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:1226-A,http://www.usc.es/herbario?SANT_1226,http://193.144.34.193/imsrv/santimagethumb.php?id=3538,SANT 1226: Taraxacum nordstedtii Dahlst.,D.G.SanLeón,2010-12-17T20:00:00,D.G.SanLeón,SANT 1226: Taraxacum nordstedtii Dahlst. [Click reference links for details & high resolution images],SANT 1226: Taraxacum nordstedtii Dahlst. <a href=http://www.usc.es/herbario?SANT_1226 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:1226-A,http://www.usc.es/herbario?SANT_1226,http://193.144.34.193/imsrv/santimagethumb.php?id=3539,SANT 1226: Taraxacum nordstedtii Dahlst.,D.G.SanLeón,2010-12-17T20:00:00,D.G.SanLeón,SANT 1226: Taraxacum nordstedtii Dahlst. [Click reference links for details & high resolution images],SANT 1226: Taraxacum nordstedtii Dahlst. <a href=http://www.usc.es/herbario?SANT_1226 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:1227-A,http://www.usc.es/herbario?SANT_1227,http://193.144.34.193/imsrv/santimagethumb.php?id=6130,SANT 1227: Taraxacum sect. Scariosa Hand.-Mazz.,D.G.SanLeón,2012-05-15T20:00:00,D.G.SanLeón,SANT 1227: Taraxacum sect. Scariosa Hand.-Mazz. [Click reference links for details & high resolution images],SANT 1227: Taraxacum sect. Scariosa Hand.-Mazz. <a href=http://www.usc.es/herbario?SANT_1227 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12393-A,http://www.usc.es/herbario?SANT_12393,http://193.144.34.193/imsrv/santimagethumb.php?id=6403,SANT 12393: Saxifraga dichotoma Willd.,D.G.SanLeón,2014-02-26T20:00:00,SANT Herbarium,SANT 12393: Saxifraga dichotoma Willd. [Click reference links for details & high resolution images],SANT 12393: Saxifraga dichotoma Willd. <a href=http://www.usc.es/herbario?SANT_12393 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12405-A,http://www.usc.es/herbario?SANT_12405,http://193.144.34.193/imsrv/santimagethumb.php?id=3207,SANT 12405: Romulea bulbocodium (L.) Sebast. & Mauri,D.G.SanLeón,2010-07-19T20:00:00,D.G.SanLeón,SANT 12405: Romulea bulbocodium (L.) Sebast. & Mauri [Click reference links for details & high resolution images],SANT 12405: Romulea bulbocodium (L.) Sebast. & Mauri <a href=http://www.usc.es/herbario?SANT_12405 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12451-A,http://www.usc.es/herbario?SANT_12451,http://193.144.34.193/imsrv/santimagethumb.php?id=4047,SANT 12451: Narcissus cyclamineus DC.,D.G.SanLeón,2011-03-25T20:00:00,D.G.SanLeón,SANT 12451: Narcissus cyclamineus DC. [Click reference links for details & high resolution images],SANT 12451: Narcissus cyclamineus DC. <a href=http://www.usc.es/herbario?SANT_12451 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12452-A,http://www.usc.es/herbario?SANT_12452,http://193.144.34.193/imsrv/santimagethumb.php?id=3180,SANT 12452: Crocus serotinus Salisb.,D.G.SanLeón,2010-07-19T20:00:00,D.G.SanLeón,SANT 12452: Crocus serotinus Salisb. [Click reference links for details & high resolution images],SANT 12452: Crocus serotinus Salisb. <a href=http://www.usc.es/herbario?SANT_12452 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12453-A,http://www.usc.es/herbario?SANT_12453,http://193.144.34.193/imsrv/santimagethumb.php?id=4044,SANT 12453: Narcissus bulbocodium L.,D.G.SanLeón,2011-03-25T20:00:00,D.G.SanLeón,SANT 12453: Narcissus bulbocodium L. [Click reference links for details & high resolution images],SANT 12453: Narcissus bulbocodium L. <a href=http://www.usc.es/herbario?SANT_12453 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12463-A,http://www.usc.es/herbario?SANT_12463,http://193.144.34.193/imsrv/santimagethumb.php?id=4,SANT 12463: Alyssum loiseleurii P.Fourn. subsp. gallaecicum S.Ortiz,CopyNino,2006-10-24T20:00:00,SANT Herbarium,SANT 12463: Alyssum loiseleurii P.Fourn. subsp. gallaecicum S.Ortiz [Click reference links for details & high resolution images],SANT 12463: Alyssum loiseleurii P.Fourn. subsp. gallaecicum S.Ortiz <a href=http://www.usc.es/herbario?SANT_12463 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12463-A,http://www.usc.es/herbario?SANT_12463,http://193.144.34.193/imsrv/santimagethumb.php?id=6404,SANT 12463: Alyssum loiseleurii P.Fourn. subsp. gallaecicum S.Ortiz,D.G.SanLeón,2013-07-18T20:00:00,SANT Herbarium,SANT 12463: Alyssum loiseleurii P.Fourn. subsp. gallaecicum S.Ortiz [Click reference links for details & high resolution images],SANT 12463: Alyssum loiseleurii P.Fourn. subsp. gallaecicum S.Ortiz <a href=http://www.usc.es/herbario?SANT_12463 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12472-A,http://www.usc.es/herbario?SANT_12472,http://193.144.34.193/imsrv/santimagethumb.php?id=6104,SANT 12472: Pseudarrhenatherum longifolium (Thore) Rouy,D.G.SanLeón,2012-05-14T20:00:00,D.G.SanLeón,SANT 12472: Pseudarrhenatherum longifolium (Thore) Rouy [Click reference links for details & high resolution images],SANT 12472: Pseudarrhenatherum longifolium (Thore) Rouy <a href=http://www.usc.es/herbario?SANT_12472 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12478-A,http://www.usc.es/herbario?SANT_12478,http://193.144.34.193/imsrv/santimagethumb.php?id=1831,SANT 12478: Allium sphaerocephalon L.,D.G.SanLeón,2009-12-28T20:00:00,D.G.SanLeón,SANT 12478: Allium sphaerocephalon L. [Click reference links for details & high resolution images],SANT 12478: Allium sphaerocephalon L. <a href=http://www.usc.es/herbario?SANT_12478 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12480-A,http://www.usc.es/herbario?SANT_12480,http://193.144.34.193/imsrv/santimagethumb.php?id=7745,SANT 12480: Serratula tinctoria L. subsp. seoanei (Willk.) Laínz,D.G.SanLeón,2015-02-23T20:00:00,D.G.SanLeón,SANT 12480: Serratula tinctoria L. subsp. seoanei (Willk.) Laínz [Click reference links for details & high resolution images],SANT 12480: Serratula tinctoria L. subsp. seoanei (Willk.) Laínz <a href=http://www.usc.es/herbario?SANT_12480 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12481-A,http://www.usc.es/herbario?SANT_12481,http://193.144.34.193/imsrv/santimagethumb.php?id=7473,SANT 12481: Centaurea africana Lam.,D.G.SanLeón,2015-10-28T20:00:00,D.G.SanLeón,SANT 12481: Centaurea africana Lam. [Click reference links for details & high resolution images],SANT 12481: Centaurea africana Lam. <a href=http://www.usc.es/herbario?SANT_12481 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12481-A,http://www.usc.es/herbario?SANT_12481,http://193.144.34.193/imsrv/santimagethumb.php?id=7481,SANT 12481: Centaurea africana Lam.,D.G.SanLeón,2015-09-09T20:00:00,D.G.SanLeón,SANT 12481: Centaurea africana Lam. [Click reference links for details & high resolution images],SANT 12481: Centaurea africana Lam. <a href=http://www.usc.es/herbario?SANT_12481 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12483-A,http://www.usc.es/herbario?SANT_12483,http://193.144.34.193/imsrv/santimagethumb.php?id=7096,SANT 12483: Centaurea nigra L. subsp. rivularis (Brot.) Coutinho,D.G.SanLeón,2015-04-28T20:00:00,D.G.SanLeón,SANT 12483: Centaurea nigra L. subsp. rivularis (Brot.) Coutinho [Click reference links for details & high resolution images],SANT 12483: Centaurea nigra L. subsp. rivularis (Brot.) Coutinho <a href=http://www.usc.es/herbario?SANT_12483 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12487-A,http://www.usc.es/herbario?SANT_12487,http://193.144.34.193/imsrv/santimagethumb.php?id=7654,SANT 12487: Centaurium pulchellum (Swartz) Druce,D.G.SanLeón,2016-07-21T20:00:00,D.G.SanLeón,SANT 12487: Centaurium pulchellum (Swartz) Druce [Click reference links for details & high resolution images],SANT 12487: Centaurium pulchellum (Swartz) Druce <a href=http://www.usc.es/herbario?SANT_12487 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12495-A,http://www.usc.es/herbario?SANT_12495,http://193.144.34.193/imsrv/santimagethumb.php?id=4152,SANT 12495: Quercus fruticosa Brot.,D.G.SanLeón,2011-03-29T20:00:00,D.G.SanLeón,SANT 12495: Quercus fruticosa Brot. [Click reference links for details & high resolution images],SANT 12495: Quercus fruticosa Brot. <a href=http://www.usc.es/herbario?SANT_12495 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12526-A,http://www.usc.es/herbario?SANT_12526,http://193.144.34.193/imsrv/santimagethumb.php?id=6405,SANT 12526: Anthemis alpestris (Hoffmanns. & Link) R.Fernandes forma ligulata Talavera,D.G.SanLeón,2013-08-01T20:00:00,SANT Herbarium,SANT 12526: Anthemis alpestris (Hoffmanns. & Link) R.Fernandes forma ligulata Talavera [Click reference links for details & high resolution images],SANT 12526: Anthemis alpestris (Hoffmanns. & Link) R.Fernandes forma ligulata Talavera <a href=http://www.usc.es/herbario?SANT_12526 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12531-A,http://www.usc.es/herbario?SANT_12531,http://193.144.34.193/imsrv/santimagethumb.php?id=6406,SANT 12531: Erica andevalensis Cabezudo & J. Rivera,D.G.SanLeón,2013-08-01T20:00:00,SANT Herbarium,SANT 12531: Erica andevalensis Cabezudo & J. Rivera [Click reference links for details & high resolution images],SANT 12531: Erica andevalensis Cabezudo & J. Rivera <a href=http://www.usc.es/herbario?SANT_12531 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12569-A,http://www.usc.es/herbario?SANT_12569,http://193.144.34.193/imsrv/santimagethumb.php?id=6407,SANT 12569: Anthemis alpestris (Hoffmanns. & Link) R.Fernandes forma hemirradiata Talavera,D.G.SanLeón,2013-07-17T20:00:00,SANT Herbarium,SANT 12569: Anthemis alpestris (Hoffmanns. & Link) R.Fernandes forma hemirradiata Talavera [Click reference links for details & high resolution images],SANT 12569: Anthemis alpestris (Hoffmanns. & Link) R.Fernandes forma hemirradiata Talavera <a href=http://www.usc.es/herbario?SANT_12569 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12578-A,http://www.usc.es/herbario?SANT_12578,http://193.144.34.193/imsrv/santimagethumb.php?id=6187,SANT 12578: Salvia officinalis L.,D.G.SanLeón,2013-01-25T20:00:00,D.G.SanLeón,SANT 12578: Salvia officinalis L. [Click reference links for details & high resolution images],SANT 12578: Salvia officinalis L. <a href=http://www.usc.es/herbario?SANT_12578 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12624-A,http://www.usc.es/herbario?SANT_12624,http://193.144.34.193/imsrv/santimagethumb.php?id=3198,SANT 12624: Romulea clusiana (Lange) Nyman,D.G.SanLeón,2010-07-19T20:00:00,D.G.SanLeón,SANT 12624: Romulea clusiana (Lange) Nyman [Click reference links for details & high resolution images],SANT 12624: Romulea clusiana (Lange) Nyman <a href=http://www.usc.es/herbario?SANT_12624 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12631-A,http://www.usc.es/herbario?SANT_12631,http://193.144.34.193/imsrv/santimagethumb.php?id=68,SANT 12631: Erica mackaiana Bab. forma eburnea E.C.Nelson & D.C.McClint.,CopyNino,2006-10-24T20:00:00,SANT Herbarium,SANT 12631: Erica mackaiana Bab. forma eburnea E.C.Nelson & D.C.McClint. [Click reference links for details & high resolution images],SANT 12631: Erica mackaiana Bab. forma eburnea E.C.Nelson & D.C.McClint. <a href=http://www.usc.es/herbario?SANT_12631 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12631-A,http://www.usc.es/herbario?SANT_12631,http://193.144.34.193/imsrv/santimagethumb.php?id=6408,SANT 12631: Erica mackaiana Bab. forma eburnea E.C.Nelson & D.C.McClint.,D.G.SanLeón,2013-07-18T20:00:00,SANT Herbarium,SANT 12631: Erica mackaiana Bab. forma eburnea E.C.Nelson & D.C.McClint. [Click reference links for details & high resolution images],SANT 12631: Erica mackaiana Bab. forma eburnea E.C.Nelson & D.C.McClint. <a href=http://www.usc.es/herbario?SANT_12631 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:12710-A,http://www.usc.es/herbario?SANT_12710,http://193.144.34.193/imsrv/santimagethumb.php?id=6409,SANT 12710: Sideritis carbonellis O.Socorro Abreu,D.G.SanLeón,2014-02-26T20:00:00,SANT Herbarium,SANT 12710: Sideritis carbonellis O.Socorro Abreu [Click reference links for details & high resolution images],SANT 12710: Sideritis carbonellis O.Socorro Abreu <a href=http://www.usc.es/herbario?SANT_12710 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
