occurrenceID,dwc_references,identifier,title,author,imagedate,rightsholder,description,description_with_links,license
SANT:SANT:40186-A,http://www.usc.es/herbario?SANT_40186,http://193.144.34.193/imsrv/santimagethumb.php?id=4600,SANT 40186: Clematis campaniflora Brot.,D.G.SanLeón,2011-04-25T20:00:00,D.G.SanLeón,SANT 40186: Clematis campaniflora Brot. [Click reference links for details & high resolution images],SANT 40186: Clematis campaniflora Brot. <a href=http://www.usc.es/herbario?SANT_40186 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40187-A,http://www.usc.es/herbario?SANT_40187,http://193.144.34.193/imsrv/santimagethumb.php?id=4565,SANT 40187: Bystropogon canariensis (L.) L'Her.,D.G.SanLeón,2011-04-20T20:00:00,D.G.SanLeón,SANT 40187: Bystropogon canariensis (L.) L'Her. [Click reference links for details & high resolution images],SANT 40187: Bystropogon canariensis (L.) L'Her. <a href=http://www.usc.es/herbario?SANT_40187 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40188-A,http://www.usc.es/herbario?SANT_40188,http://193.144.34.193/imsrv/santimagethumb.php?id=5126,SANT 40188: Hypericum canariense L.,D.G.SanLeón,2011-07-01T20:00:00,D.G.SanLeón,SANT 40188: Hypericum canariense L. [Click reference links for details & high resolution images],SANT 40188: Hypericum canariense L. <a href=http://www.usc.es/herbario?SANT_40188 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40189-A,http://www.usc.es/herbario?SANT_40189,http://193.144.34.193/imsrv/santimagethumb.php?id=5599,SANT 40189: Phyllis nobla L.,D.G.SanLeón,2011-07-18T20:00:00,D.G.SanLeón,SANT 40189: Phyllis nobla L. [Click reference links for details & high resolution images],SANT 40189: Phyllis nobla L. <a href=http://www.usc.es/herbario?SANT_40189 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40190-A,http://www.usc.es/herbario?SANT_40190,http://193.144.34.193/imsrv/santimagethumb.php?id=4585,SANT 40190: Cheirolophus teydis (Chr.Sm.& Buch) G.López,D.G.SanLeón,2011-04-25T20:00:00,D.G.SanLeón,SANT 40190: Cheirolophus teydis (Chr.Sm.& Buch) G.López [Click reference links for details & high resolution images],SANT 40190: Cheirolophus teydis (Chr.Sm.& Buch) G.López <a href=http://www.usc.es/herbario?SANT_40190 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40191-A,http://www.usc.es/herbario?SANT_40191,http://193.144.34.193/imsrv/santimagethumb.php?id=5571,SANT 40191: Prunella hyssopifolia L.,D.G.SanLeón,2011-07-18T20:00:00,D.G.SanLeón,SANT 40191: Prunella hyssopifolia L. [Click reference links for details & high resolution images],SANT 40191: Prunella hyssopifolia L. <a href=http://www.usc.es/herbario?SANT_40191 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40192-A,http://www.usc.es/herbario?SANT_40192,http://193.144.34.193/imsrv/santimagethumb.php?id=4850,SANT 40192: Endressia castellana Coincy,D.G.SanLeón,2011-06-23T20:00:00,D.G.SanLeón,SANT 40192: Endressia castellana Coincy [Click reference links for details & high resolution images],SANT 40192: Endressia castellana Coincy <a href=http://www.usc.es/herbario?SANT_40192 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40193-A,http://www.usc.es/herbario?SANT_40193,http://193.144.34.193/imsrv/santimagethumb.php?id=5720,SANT 40193: Silene acutifolia Link ex Rohrb.,D.G.SanLeón,2011-07-19T20:00:00,D.G.SanLeón,SANT 40193: Silene acutifolia Link ex Rohrb. [Click reference links for details & high resolution images],SANT 40193: Silene acutifolia Link ex Rohrb. <a href=http://www.usc.es/herbario?SANT_40193 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40193-A,http://www.usc.es/herbario?SANT_40193,http://193.144.34.193/imsrv/santimagethumb.php?id=5721,SANT 40193: Silene acutifolia Link ex Rohrb.,D.G.SanLeón,2011-07-19T20:00:00,D.G.SanLeón,SANT 40193: Silene acutifolia Link ex Rohrb. [Click reference links for details & high resolution images],SANT 40193: Silene acutifolia Link ex Rohrb. <a href=http://www.usc.es/herbario?SANT_40193 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40193-A,http://www.usc.es/herbario?SANT_40193,http://193.144.34.193/imsrv/santimagethumb.php?id=5722,SANT 40193: Silene acutifolia Link ex Rohrb.,D.G.SanLeón,2011-07-19T20:00:00,D.G.SanLeón,SANT 40193: Silene acutifolia Link ex Rohrb. [Click reference links for details & high resolution images],SANT 40193: Silene acutifolia Link ex Rohrb. <a href=http://www.usc.es/herbario?SANT_40193 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40194-A,http://www.usc.es/herbario?SANT_40194,http://193.144.34.193/imsrv/santimagethumb.php?id=5580,SANT 40194: Polycnemum arvense L.,D.G.SanLeón,2011-07-18T20:00:00,D.G.SanLeón,SANT 40194: Polycnemum arvense L. [Click reference links for details & high resolution images],SANT 40194: Polycnemum arvense L. <a href=http://www.usc.es/herbario?SANT_40194 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40195-A,http://www.usc.es/herbario?SANT_40195,http://193.144.34.193/imsrv/santimagethumb.php?id=5979,SANT 40195: Volutaria tubuliflora (Murb.) Sennen,D.G.SanLeón,2011-07-26T20:00:00,D.G.SanLeón,SANT 40195: Volutaria tubuliflora (Murb.) Sennen [Click reference links for details & high resolution images],SANT 40195: Volutaria tubuliflora (Murb.) Sennen <a href=http://www.usc.es/herbario?SANT_40195 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40196-A,http://www.usc.es/herbario?SANT_40196,http://193.144.34.193/imsrv/santimagethumb.php?id=4838,SANT 40196: Diplotaxis crassifolia (Raf.) DC.,D.G.SanLeón,2011-06-23T20:00:00,D.G.SanLeón,SANT 40196: Diplotaxis crassifolia (Raf.) DC. [Click reference links for details & high resolution images],SANT 40196: Diplotaxis crassifolia (Raf.) DC. <a href=http://www.usc.es/herbario?SANT_40196 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40197-A,http://www.usc.es/herbario?SANT_40197,http://193.144.34.193/imsrv/santimagethumb.php?id=4561,SANT 40197: Bupleurum rigidum L. subsp. paniculatum (Brot.) H.Wolff,D.G.SanLeón,2011-04-20T20:00:00,D.G.SanLeón,SANT 40197: Bupleurum rigidum L. subsp. paniculatum (Brot.) H.Wolff [Click reference links for details & high resolution images],SANT 40197: Bupleurum rigidum L. subsp. paniculatum (Brot.) H.Wolff <a href=http://www.usc.es/herbario?SANT_40197 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40198-A,http://www.usc.es/herbario?SANT_40198,http://193.144.34.193/imsrv/santimagethumb.php?id=5182,SANT 40198: Lavandula dentata L.,D.G.SanLeón,2011-07-04T20:00:00,D.G.SanLeón,SANT 40198: Lavandula dentata L. [Click reference links for details & high resolution images],SANT 40198: Lavandula dentata L. <a href=http://www.usc.es/herbario?SANT_40198 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40199-A,http://www.usc.es/herbario?SANT_40199,http://193.144.34.193/imsrv/santimagethumb.php?id=4843,SANT 40199: Dorycnium hirsutum (L.) Ser.,D.G.SanLeón,2011-06-23T20:00:00,D.G.SanLeón,SANT 40199: Dorycnium hirsutum (L.) Ser. [Click reference links for details & high resolution images],SANT 40199: Dorycnium hirsutum (L.) Ser. <a href=http://www.usc.es/herbario?SANT_40199 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40200-A,http://www.usc.es/herbario?SANT_40200,http://193.144.34.193/imsrv/santimagethumb.php?id=5439,SANT 40200: Pastinaca lucida L.,D.G.SanLeón,2011-07-15T20:00:00,D.G.SanLeón,SANT 40200: Pastinaca lucida L. [Click reference links for details & high resolution images],SANT 40200: Pastinaca lucida L. <a href=http://www.usc.es/herbario?SANT_40200 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40201-A,http://www.usc.es/herbario?SANT_40201,http://193.144.34.193/imsrv/santimagethumb.php?id=5158,SANT 40201: Kundmannia sicula (L.) DC.,D.G.SanLeón,2011-07-04T20:00:00,D.G.SanLeón,SANT 40201: Kundmannia sicula (L.) DC. [Click reference links for details & high resolution images],SANT 40201: Kundmannia sicula (L.) DC. <a href=http://www.usc.es/herbario?SANT_40201 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40202-A,http://www.usc.es/herbario?SANT_40202,http://193.144.34.193/imsrv/santimagethumb.php?id=5816,SANT 40202: Teucrium asiaticum L.,D.G.SanLeón,2011-07-20T20:00:00,D.G.SanLeón,SANT 40202: Teucrium asiaticum L. [Click reference links for details & high resolution images],SANT 40202: Teucrium asiaticum L. <a href=http://www.usc.es/herbario?SANT_40202 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40203-A,http://www.usc.es/herbario?SANT_40203,http://193.144.34.193/imsrv/santimagethumb.php?id=5729,SANT 40203: Sideritis romana L. subsp. romana,D.G.SanLeón,2011-07-20T20:00:00,D.G.SanLeón,SANT 40203: Sideritis romana L. subsp. romana [Click reference links for details & high resolution images],SANT 40203: Sideritis romana L. subsp. romana <a href=http://www.usc.es/herbario?SANT_40203 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40204-A,http://www.usc.es/herbario?SANT_40204,http://193.144.34.193/imsrv/santimagethumb.php?id=4880,SANT 40204: Euphorbia dendroides L.,D.G.SanLeón,2011-06-23T20:00:00,D.G.SanLeón,SANT 40204: Euphorbia dendroides L. [Click reference links for details & high resolution images],SANT 40204: Euphorbia dendroides L. <a href=http://www.usc.es/herbario?SANT_40204 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40205-A,http://www.usc.es/herbario?SANT_40205,http://193.144.34.193/imsrv/santimagethumb.php?id=5514,SANT 40205: Rosa tomentosa Sm.,D.G.SanLeón,2011-07-18T20:00:00,D.G.SanLeón,SANT 40205: Rosa tomentosa Sm. [Click reference links for details & high resolution images],SANT 40205: Rosa tomentosa Sm. <a href=http://www.usc.es/herbario?SANT_40205 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40206-A,http://www.usc.es/herbario?SANT_40206,http://193.144.34.193/imsrv/santimagethumb.php?id=5139,SANT 40206: Hyssopus officinalis L.,D.G.SanLeón,2011-07-01T20:00:00,D.G.SanLeón,SANT 40206: Hyssopus officinalis L. [Click reference links for details & high resolution images],SANT 40206: Hyssopus officinalis L. <a href=http://www.usc.es/herbario?SANT_40206 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40207-A,http://www.usc.es/herbario?SANT_40207,http://193.144.34.193/imsrv/santimagethumb.php?id=5150,SANT 40207: Jasonia glutinosa (L.) DC.,D.G.SanLeón,2011-07-04T20:00:00,D.G.SanLeón,SANT 40207: Jasonia glutinosa (L.) DC. [Click reference links for details & high resolution images],SANT 40207: Jasonia glutinosa (L.) DC. <a href=http://www.usc.es/herbario?SANT_40207 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40208-A,http://www.usc.es/herbario?SANT_40208,http://193.144.34.193/imsrv/santimagethumb.php?id=4709,SANT 40208: Cucubalus baccifer L.,D.G.SanLeón,2011-04-26T20:00:00,D.G.SanLeón,SANT 40208: Cucubalus baccifer L. [Click reference links for details & high resolution images],SANT 40208: Cucubalus baccifer L. <a href=http://www.usc.es/herbario?SANT_40208 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40209-A,http://www.usc.es/herbario?SANT_40209,http://193.144.34.193/imsrv/santimagethumb.php?id=5508,SANT 40209: Rumex suffruticosus J.Gay ex Willk.,D.G.SanLeón,2011-07-18T20:00:00,D.G.SanLeón,SANT 40209: Rumex suffruticosus J.Gay ex Willk. [Click reference links for details & high resolution images],SANT 40209: Rumex suffruticosus J.Gay ex Willk. <a href=http://www.usc.es/herbario?SANT_40209 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40210-A,http://www.usc.es/herbario?SANT_40210,http://193.144.34.193/imsrv/santimagethumb.php?id=5924,SANT 40210: Saxifraga losae Sennen ex Luizet,D.G.SanLeón,2011-07-26T20:00:00,D.G.SanLeón,SANT 40210: Saxifraga losae Sennen ex Luizet [Click reference links for details & high resolution images],SANT 40210: Saxifraga losae Sennen ex Luizet <a href=http://www.usc.es/herbario?SANT_40210 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40211-A,http://www.usc.es/herbario?SANT_40211,http://193.144.34.193/imsrv/santimagethumb.php?id=4418,SANT 40211: Alyssum linifolium Willd.,D.G.SanLeón,2011-04-04T20:00:00,D.G.SanLeón,SANT 40211: Alyssum linifolium Willd. [Click reference links for details & high resolution images],SANT 40211: Alyssum linifolium Willd. <a href=http://www.usc.es/herbario?SANT_40211 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40212-A,http://www.usc.es/herbario?SANT_40212,http://193.144.34.193/imsrv/santimagethumb.php?id=5002,SANT 40212: Ionopsidium savianum (Caruel) Ball ex Arcang.,D.G.SanLeón,2011-06-24T20:00:00,D.G.SanLeón,SANT 40212: Ionopsidium savianum (Caruel) Ball ex Arcang. [Click reference links for details & high resolution images],SANT 40212: Ionopsidium savianum (Caruel) Ball ex Arcang. <a href=http://www.usc.es/herbario?SANT_40212 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40213-A,http://www.usc.es/herbario?SANT_40213,http://193.144.34.193/imsrv/santimagethumb.php?id=4376,SANT 40213: Adenocarpus hispanicus (Lam.) DC. subsp. neilense Rivas-Martínez & G.Navarro,D.G.SanLeón,2011-04-04T20:00:00,D.G.SanLeón,SANT 40213: Adenocarpus hispanicus (Lam.) DC. subsp. neilense Rivas-Martínez & G.Navarro [Click reference links for details & high resolution images],SANT 40213: Adenocarpus hispanicus (Lam.) DC. subsp. neilense Rivas-Martínez & G.Navarro <a href=http://www.usc.es/herbario?SANT_40213 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40213-A,http://www.usc.es/herbario?SANT_40213,http://193.144.34.193/imsrv/santimagethumb.php?id=4377,SANT 40213: Adenocarpus hispanicus (Lam.) DC. subsp. neilense Rivas-Martínez & G.Navarro,D.G.SanLeón,2011-04-04T20:00:00,D.G.SanLeón,SANT 40213: Adenocarpus hispanicus (Lam.) DC. subsp. neilense Rivas-Martínez & G.Navarro [Click reference links for details & high resolution images],SANT 40213: Adenocarpus hispanicus (Lam.) DC. subsp. neilense Rivas-Martínez & G.Navarro <a href=http://www.usc.es/herbario?SANT_40213 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40214-A,http://www.usc.es/herbario?SANT_40214,http://193.144.34.193/imsrv/santimagethumb.php?id=5611,SANT 40214: Petrocoptis grandiflora Rothm.,D.G.SanLeón,2011-07-18T20:00:00,D.G.SanLeón,SANT 40214: Petrocoptis grandiflora Rothm. [Click reference links for details & high resolution images],SANT 40214: Petrocoptis grandiflora Rothm. <a href=http://www.usc.es/herbario?SANT_40214 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40215-A,http://www.usc.es/herbario?SANT_40215,http://193.144.34.193/imsrv/santimagethumb.php?id=5609,SANT 40215: Petrocoptis pyrenaica (J.Bergeret) A.Braun ex Walp. subsp. viscosa (Rothm.) P. Monts. & Fern. Casas,D.G.SanLeón,2011-07-18T20:00:00,D.G.SanLeón,SANT 40215: Petrocoptis pyrenaica (J.Bergeret) A.Braun ex Walp. subsp. viscosa (Rothm.) P. Monts. & Fern. Casas [Click reference links for details & high resolution images],SANT 40215: Petrocoptis pyrenaica (J.Bergeret) A.Braun ex Walp. subsp. viscosa (Rothm.) P. Monts. & Fern. Casas <a href=http://www.usc.es/herbario?SANT_40215 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40216-A,http://www.usc.es/herbario?SANT_40216,http://193.144.34.193/imsrv/santimagethumb.php?id=5193,SANT 40216: Leontodon farinosus Merino & Pau,D.G.SanLeón,2011-07-04T20:00:00,D.G.SanLeón,SANT 40216: Leontodon farinosus Merino & Pau [Click reference links for details & high resolution images],SANT 40216: Leontodon farinosus Merino & Pau <a href=http://www.usc.es/herbario?SANT_40216 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40217-A,http://www.usc.es/herbario?SANT_40217,http://193.144.34.193/imsrv/santimagethumb.php?id=5519,SANT 40217: Rhus coriaria L.,D.G.SanLeón,2011-07-18T20:00:00,D.G.SanLeón,SANT 40217: Rhus coriaria L. [Click reference links for details & high resolution images],SANT 40217: Rhus coriaria L. <a href=http://www.usc.es/herbario?SANT_40217 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40219-A,http://www.usc.es/herbario?SANT_40219,http://193.144.34.193/imsrv/santimagethumb.php?id=5458,SANT 40219: Micromeria helianthemifolia Webb & Berth. var. helianthemifolia,D.G.SanLeón,2011-07-15T20:00:00,D.G.SanLeón,SANT 40219: Micromeria helianthemifolia Webb & Berth. var. helianthemifolia [Click reference links for details & high resolution images],SANT 40219: Micromeria helianthemifolia Webb & Berth. var. helianthemifolia <a href=http://www.usc.es/herbario?SANT_40219 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40220-A,http://www.usc.es/herbario?SANT_40220,http://193.144.34.193/imsrv/santimagethumb.php?id=5440,SANT 40220: Pentaglottis sempervirens (L.) Tausch ex L.H.Bailey,D.G.SanLeón,2011-07-15T20:00:00,D.G.SanLeón,SANT 40220: Pentaglottis sempervirens (L.) Tausch ex L.H.Bailey [Click reference links for details & high resolution images],SANT 40220: Pentaglottis sempervirens (L.) Tausch ex L.H.Bailey <a href=http://www.usc.es/herbario?SANT_40220 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40221-A,http://www.usc.es/herbario?SANT_40221,http://193.144.34.193/imsrv/santimagethumb.php?id=4829,SANT 40221: Achillea ptarmica L.,D.G.SanLeón,2011-06-09T20:00:00,D.G.SanLeón,SANT 40221: Achillea ptarmica L. [Click reference links for details & high resolution images],SANT 40221: Achillea ptarmica L. <a href=http://www.usc.es/herbario?SANT_40221 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40222-A,http://www.usc.es/herbario?SANT_40222,http://193.144.34.193/imsrv/santimagethumb.php?id=5481,SANT 40222: Lythrum junceum Banks & Sol.,D.G.SanLeón,2011-07-15T20:00:00,D.G.SanLeón,SANT 40222: Lythrum junceum Banks & Sol. [Click reference links for details & high resolution images],SANT 40222: Lythrum junceum Banks & Sol. <a href=http://www.usc.es/herbario?SANT_40222 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40223-A,http://www.usc.es/herbario?SANT_40223,http://193.144.34.193/imsrv/santimagethumb.php?id=4659,SANT 40223: Carex lepidocarpa Tausch,D.G.SanLeón,2011-04-25T20:00:00,D.G.SanLeón,SANT 40223: Carex lepidocarpa Tausch [Click reference links for details & high resolution images],SANT 40223: Carex lepidocarpa Tausch <a href=http://www.usc.es/herbario?SANT_40223 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40224-A,http://www.usc.es/herbario?SANT_40224,http://193.144.34.193/imsrv/santimagethumb.php?id=5874,SANT 40224: Triglochin striata Ruiz & Pav.,D.G.SanLeón,2011-07-21T20:00:00,D.G.SanLeón,SANT 40224: Triglochin striata Ruiz & Pav. [Click reference links for details & high resolution images],SANT 40224: Triglochin striata Ruiz & Pav. <a href=http://www.usc.es/herbario?SANT_40224 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40225-A,http://www.usc.es/herbario?SANT_40225,http://193.144.34.193/imsrv/santimagethumb.php?id=5792,SANT 40225: Soliva pterosperma (Juss.) Less.,D.G.SanLeón,2011-07-20T20:00:00,D.G.SanLeón,SANT 40225: Soliva pterosperma (Juss.) Less. [Click reference links for details & high resolution images],SANT 40225: Soliva pterosperma (Juss.) Less. <a href=http://www.usc.es/herbario?SANT_40225 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40225-A,http://www.usc.es/herbario?SANT_40225,http://193.144.34.193/imsrv/santimagethumb.php?id=5793,SANT 40225: Soliva pterosperma (Juss.) Less.,D.G.SanLeón,2011-07-20T20:00:00,D.G.SanLeón,SANT 40225: Soliva pterosperma (Juss.) Less. [Click reference links for details & high resolution images],SANT 40225: Soliva pterosperma (Juss.) Less. <a href=http://www.usc.es/herbario?SANT_40225 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40225-A,http://www.usc.es/herbario?SANT_40225,http://193.144.34.193/imsrv/santimagethumb.php?id=5794,SANT 40225: Soliva pterosperma (Juss.) Less.,D.G.SanLeón,2011-07-20T20:00:00,D.G.SanLeón,SANT 40225: Soliva pterosperma (Juss.) Less. [Click reference links for details & high resolution images],SANT 40225: Soliva pterosperma (Juss.) Less. <a href=http://www.usc.es/herbario?SANT_40225 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40226-A,http://www.usc.es/herbario?SANT_40226,http://193.144.34.193/imsrv/santimagethumb.php?id=2326,SANT 40226: Vulpia alopecuros (Schousb. ) Link,D.G.SanLeón,2010-03-02T20:00:00,D.G.SanLeón,SANT 40226: Vulpia alopecuros (Schousb. ) Link [Click reference links for details & high resolution images],SANT 40226: Vulpia alopecuros (Schousb. ) Link <a href=http://www.usc.es/herbario?SANT_40226 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40226-A,http://www.usc.es/herbario?SANT_40226,http://193.144.34.193/imsrv/santimagethumb.php?id=2327,SANT 40226: Vulpia alopecuros (Schousb. ) Link,D.G.SanLeón,2010-03-02T20:00:00,D.G.SanLeón,SANT 40226: Vulpia alopecuros (Schousb. ) Link [Click reference links for details & high resolution images],SANT 40226: Vulpia alopecuros (Schousb. ) Link <a href=http://www.usc.es/herbario?SANT_40226 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40226-A,http://www.usc.es/herbario?SANT_40226,http://193.144.34.193/imsrv/santimagethumb.php?id=2328,SANT 40226: Vulpia alopecuros (Schousb. ) Link,D.G.SanLeón,2010-03-02T20:00:00,D.G.SanLeón,SANT 40226: Vulpia alopecuros (Schousb. ) Link [Click reference links for details & high resolution images],SANT 40226: Vulpia alopecuros (Schousb. ) Link <a href=http://www.usc.es/herbario?SANT_40226 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40227-A,http://www.usc.es/herbario?SANT_40227,http://193.144.34.193/imsrv/santimagethumb.php?id=4493,SANT 40227: Arnica montana L. subsp. atlantica A.Bolòs,D.G.SanLeón,2011-04-08T20:00:00,D.G.SanLeón,SANT 40227: Arnica montana L. subsp. atlantica A.Bolòs [Click reference links for details & high resolution images],SANT 40227: Arnica montana L. subsp. atlantica A.Bolòs <a href=http://www.usc.es/herbario?SANT_40227 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40228-A,http://www.usc.es/herbario?SANT_40228,http://193.144.34.193/imsrv/santimagethumb.php?id=4472,SANT 40228: Arenaria aggregata (L.) Loisel. subsp. aggregata,D.G.SanLeón,2011-04-07T20:00:00,D.G.SanLeón,SANT 40228: Arenaria aggregata (L.) Loisel. subsp. aggregata [Click reference links for details & high resolution images],SANT 40228: Arenaria aggregata (L.) Loisel. subsp. aggregata <a href=http://www.usc.es/herbario?SANT_40228 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40229-A,http://www.usc.es/herbario?SANT_40229,http://193.144.34.193/imsrv/santimagethumb.php?id=5923,SANT 40229: Saxifraga moncayensis D.A.Webb,D.G.SanLeón,2011-07-26T20:00:00,D.G.SanLeón,SANT 40229: Saxifraga moncayensis D.A.Webb [Click reference links for details & high resolution images],SANT 40229: Saxifraga moncayensis D.A.Webb <a href=http://www.usc.es/herbario?SANT_40229 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40230-A,http://www.usc.es/herbario?SANT_40230,http://193.144.34.193/imsrv/santimagethumb.php?id=5513,SANT 40230: Rosa villosa L.,D.G.SanLeón,2011-07-18T20:00:00,D.G.SanLeón,SANT 40230: Rosa villosa L. [Click reference links for details & high resolution images],SANT 40230: Rosa villosa L. <a href=http://www.usc.es/herbario?SANT_40230 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40231-A,http://www.usc.es/herbario?SANT_40231,http://193.144.34.193/imsrv/santimagethumb.php?id=4570,SANT 40231: Centaurea ornata Willd. var. microcephala Willk.,D.G.SanLeón,2011-04-25T20:00:00,D.G.SanLeón,SANT 40231: Centaurea ornata Willd. var. microcephala Willk. [Click reference links for details & high resolution images],SANT 40231: Centaurea ornata Willd. var. microcephala Willk. <a href=http://www.usc.es/herbario?SANT_40231 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40232-A,http://www.usc.es/herbario?SANT_40232,http://193.144.34.193/imsrv/santimagethumb.php?id=5485,SANT 40232: Lysimachia nummularia L.,D.G.SanLeón,2011-07-15T20:00:00,D.G.SanLeón,SANT 40232: Lysimachia nummularia L. [Click reference links for details & high resolution images],SANT 40232: Lysimachia nummularia L. <a href=http://www.usc.es/herbario?SANT_40232 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40233-A,http://www.usc.es/herbario?SANT_40233,http://193.144.34.193/imsrv/santimagethumb.php?id=4495,SANT 40233: Artemisia annua L.,D.G.SanLeón,2011-04-08T20:00:00,D.G.SanLeón,SANT 40233: Artemisia annua L. [Click reference links for details & high resolution images],SANT 40233: Artemisia annua L. <a href=http://www.usc.es/herbario?SANT_40233 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40234-A,http://www.usc.es/herbario?SANT_40234,http://193.144.34.193/imsrv/santimagethumb.php?id=5795,SANT 40234: Soldanella villosa Darracq ex Labarrère,D.G.SanLeón,2011-07-20T20:00:00,D.G.SanLeón,SANT 40234: Soldanella villosa Darracq ex Labarrère [Click reference links for details & high resolution images],SANT 40234: Soldanella villosa Darracq ex Labarrère <a href=http://www.usc.es/herbario?SANT_40234 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
SANT:SANT:40234-A,http://www.usc.es/herbario?SANT_40234,http://193.144.34.193/imsrv/santimagethumb.php?id=5796,SANT 40234: Soldanella villosa Darracq ex Labarrère,D.G.SanLeón,2011-07-20T20:00:00,D.G.SanLeón,SANT 40234: Soldanella villosa Darracq ex Labarrère [Click reference links for details & high resolution images],SANT 40234: Soldanella villosa Darracq ex Labarrère <a href=http://www.usc.es/herbario?SANT_40234 target=_blank>Click here for details & hi-res version</a>,If you want to use any images ask author for permission
