collectionCode,scientificName,identifiedBy,verbatimIdentification,identificationRemarks,identificationQualifier,identificationReferences,year,month,day,recordedBy,otherCatalogNumbers,countryCode,stateProvince,county,verbatimLocality,verbatimCoordinates,verbatimElevation,habitat,9069,catalogNumber,occurrenceID,basisOfRecord
SANT-Bryo,Ceratodon purpureus (Hedw.) Brid.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,C,Santiago de Compostela,Iglesia de San Martín Pinario,,,Tocón,,7311-B,SANT:SANT-Bryo:7311-B,HumanObservation
SANT-Bryo,Campylopus polytrichoides De Not.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,4,27,J. Reinoso & M. C. Viera,,ES,C,Santiago de Compostela,Iglesia de San Martín Pinario,,,Tocón,,7311-C,SANT:SANT-Bryo:7311-C,HumanObservation
SANT-Bryo,Cheilothela chloropus (Brid.) Broth.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo calcáreo,,7311-D,SANT:SANT-Bryo:7311-D,HumanObservation
SANT-Bryo,Dicranella howei Renault & Cardot,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo calcáreo,,7312-A,SANT:SANT-Bryo:7312-A,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo calcáreo,,7312-B,SANT:SANT-Bryo:7312-B,HumanObservation
SANT-Bryo,Pleurochaete squarrosa (Brid.) Lindb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,C,Mérida,Sierra Carija,,,Suelo calcáreo,,7313-A,SANT:SANT-Bryo:7313-A,HumanObservation
SANT-Bryo,Atrichum angustatum (Brid.) Bruch & Schimp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,4,3,Pena,,ES,C,Coristanco,Verdes,,,Sobre tronco muy húmedo,,7313-B,SANT:SANT-Bryo:7313-B,HumanObservation
SANT-Bryo,Aulacomnium palustre (Hedw.) Schwägr.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,17,Pena & Viera,,ES,C,Friol,Corno do Boi,,,,,7313-C,SANT:SANT-Bryo:7313-C,HumanObservation
SANT-Bryo,Brachythecium erythrorrhizon Schimp.,Pena & Viera,,,???,M. O. Hill et al. (2006),1999,3,17,Pena & Viera,,ES,C,Friol,Corno do Boi,,,,,7313-D,SANT:SANT-Bryo:7313-D,HumanObservation
SANT-Bryo,Didymodon insulanus (De Not.) M.O.Hill,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Lu,Carballo,Baldayo,,,,,7314-A,SANT:SANT-Bryo:7314-A,HumanObservation
SANT-Bryo,Didymodon insulanus (De Not.) M.O.Hill,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Lu,Carballo,Baldayo,,,,,7315-A,SANT:SANT-Bryo:7315-A,HumanObservation
SANT-Bryo,Didymodon vinealis (Brid.) R.H.Zander,Pena & Viera,,,?,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Lu,Carballo,Baldayo,,,,,7315-B,SANT:SANT-Bryo:7315-B,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Ba,Carballo,Baldayo,,,,,7316-A,SANT:SANT-Bryo:7316-A,HumanObservation
SANT-Bryo,Didymodon vinealis (Brid.) R.H.Zander,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Ba,Carballo,Razo,,,,,7316-B,SANT:SANT-Bryo:7316-B,HumanObservation
SANT-Bryo,Bartramia pomiformis Hedw.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,5,7,Pena,,ES,Ba,Carballo,Entrecruces,,,Salto de agua,,7316-B,SANT:SANT-Bryo:7316-B,HumanObservation
SANT-Bryo,Brachythecium rutabulum (Hedw.) Schimp.,Pena & Viera,,,,M. O. Hill et al. (2006),1998,12,11,"Castro, Pena & Viera",,ES,Ba,Rábade,,,,Talud,,7317-A,SANT:SANT-Bryo:7317-A,HumanObservation
SANT-Bryo,Bryum torquescens Bruch  & Schimp.,Pena & Viera,,,,M. O. Hill et al. (2006),1998,12,11,"Castro, Pena & Viera",,ES,Ba,Rábade,,,,Talud,,7318-A,SANT:SANT-Bryo:7318-A,HumanObservation
SANT-Bryo,Eurhynchyum praelongum var. stockesii (Turn.) Dix.,Pena & Viera,,,,M. O. Hill et al. (2006),1998,12,11,"Castro, Pena & Viera",,ES,Ba,Rábade,,,,Talud,,7319-A,SANT:SANT-Bryo:7319-A,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,17,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,,,7319-B,SANT:SANT-Bryo:7319-B,HumanObservation
SANT-Bryo,Bryum algovicum Sendtn. ex Müll.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,4,1,Pena,,ES,Ba,Camariñas,Faro,,,,,7319-C,SANT:SANT-Bryo:7319-C,HumanObservation
SANT-Bryo,Campylopus sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,4,1,Pena,,ES,Ba,Camariñas,Faro,,,,,7320-A,SANT:SANT-Bryo:7320-A,HumanObservation
SANT-Bryo,Bryum alpinum Huds. ex With.,Pena & Viera,,,,M. O. Hill et al. (2006),1998,12,16,"Castro, Pena & Viera",,ES,Ba,Friol,Corno do Boi,,,,,7320-B,SANT:SANT-Bryo:7320-B,HumanObservation
SANT-Bryo,Bryum alpinum Huds. ex With.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,17,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,,,7321-A,SANT:SANT-Bryo:7321-A,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,5,27,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,"Zona encharcada, húmeda",,7322-A,SANT:SANT-Bryo:7322-A,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,17,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,,,7323-A,SANT:SANT-Bryo:7323-A,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,17,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,,,7323-A,SANT:SANT-Bryo:7323-A,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,17,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,,,7324-A,SANT:SANT-Bryo:7324-A,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,17,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,,,7324-B,SANT:SANT-Bryo:7324-B,HumanObservation
SANT-Bryo,Bryum algovicum Sendtn. ex Müll.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,5,27,Pena,,ES,Ba,Friol,Corno do Boi,,,,,7324-C,SANT:SANT-Bryo:7324-C,HumanObservation
SANT-Bryo,Hypnum cupressiforme Hedw.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,5,27,Pena,,ES,Ba,Friol,Corno do Boi,,,,,7324-C,SANT:SANT-Bryo:7324-C,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Ba,Carballo,Razo - Baldayo,,,Entre juncos,,7325-A,SANT:SANT-Bryo:7325-A,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,5,27,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,Talud tojal,,7325-B,SANT:SANT-Bryo:7325-B,HumanObservation
SANT-Bryo,Polytrichum piliferum Hedw.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,5,27,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,Talud tojal,,7325-C,SANT:SANT-Bryo:7325-C,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,5,27,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,Pastizal,,7325-D,SANT:SANT-Bryo:7325-D,HumanObservation
SANT-Bryo,Hypnum cupressiforme Hedw.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,5,27,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,Pastizal,,7326-A,SANT:SANT-Bryo:7326-A,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,5,27,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,Pastizal muy degradado,,7326-B,SANT:SANT-Bryo:7326-B,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,5,27,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,Parcela trazada en una ladera,,7327-A,SANT:SANT-Bryo:7327-A,HumanObservation
SANT-Bryo,Polytrichum longisetum Sw. ex Brid.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,5,27,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,Parcela trazada en una ladera,,7327-B,SANT:SANT-Bryo:7327-B,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Ba,Carballo,Razo,,,,,7327-C,SANT:SANT-Bryo:7327-C,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Ba,Carballo,Razo - Baldayo,,,,,7328-A,SANT:SANT-Bryo:7328-A,HumanObservation
SANT-Bryo,Bryum argenteum Hedw.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,4,9,Pena & Viera,,ES,Ba,Guntín,Entrambasaugas,,,A pie de carretera,,7328-B,SANT:SANT-Bryo:7328-B,HumanObservation
SANT-Bryo,Bryum argenteum Hedw.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,28,Pena,,ES,Ba,Carballo,Outeiro,,,Sobre tierra,,7328-C,SANT:SANT-Bryo:7328-C,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,28,Pena,,ES,Ba,Carballo,Outeiro,,,Sobre tierra,,7329-A,SANT:SANT-Bryo:7329-A,HumanObservation
SANT-Bryo,Bryum argenteum Hedw.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,28,Pena,,ES,Ba,Carballo,Outeiro,,,,,7329-B,SANT:SANT-Bryo:7329-B,HumanObservation
SANT-Bryo,Bryum sp.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,28,Pena,,ES,Ba,Carballo,Outeiro,,,,,7330-A,SANT:SANT-Bryo:7330-A,HumanObservation
SANT-Bryo,Bryum turbinatum (Hedw.) Turner,E. Díaz & M. C. Viera,Bryum turbinatum (Hedw.) Turn.,,,M. O. Hill et al. (2006),1999,4,13,E. Díaz,,ES,Ba,Friol,Corno do Boi,,,,,7331-A,SANT:SANT-Bryo:7331-A,HumanObservation
SANT-Bryo,Campylopus introflexus (Hedw.) Brid.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,17,Pena & Viera,,ES,Ba,Friol,Corno do Boi,,,,,7332-A,SANT:SANT-Bryo:7332-A,HumanObservation
SANT-Bryo,Calliergon cuspidatum (Hedw.) Kindb.,Pena & Viera,,,,Corley et al. (1981),1999,3,29,Pena,,ES,Ba,Carballo,Vieiro,,,,,7332-B,SANT:SANT-Bryo:7332-B,HumanObservation
SANT-Bryo,Calliergon cuspidatum (Hedw.) Kindb.,,,,,Corley et al. (1981),1999,4,17,,,ES,Ba,Cedeira,Montemeao,,,Sobre tronco,,7332-C,SANT:SANT-Bryo:7332-C,HumanObservation
SANT-Bryo,Calliergon cuspidatum (Hedw.) Kindb.,,,,,Corley et al. (1981),1999,2,27,,,ES,Ba,Abegondo,Embalse de Cecebre,,,,,7332-D,SANT:SANT-Bryo:7332-D,HumanObservation
SANT-Bryo,Campylopus sp.,M. C. Viera,Campylopus Brid.,,,M. O. Hill et al. (2006),2000,2,17,Castro,,ES,Ba,Xistral,Xestido,,,Suelo hidroturboso,,7333-A,SANT:SANT-Bryo:7333-A,HumanObservation
SANT-Bryo,Campylopus introflexus (Hedw.) Brid.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,4,1,Pena,,ES,Ba,Camariñas,Faro,,,Entre tojos,,7333-B,SANT:SANT-Bryo:7333-B,HumanObservation
SANT-Bryo,Campylopus polytrichoides De Not.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,4,1,Pena,,ES,Ba,Camariñas,Faro,,,,,7333-C,SANT:SANT-Bryo:7333-C,HumanObservation
SANT-Bryo,Campylium stellatum (Hedw.) Lange & C.E.O.Jensen,Pena & Viera,Campylium stellatum (Hedw.) J. Lange & C. Jens.,,,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Ba,Carballo,Razo - Baldayo,,,Sobre juncos,,7333-D,SANT:SANT-Bryo:7333-D,HumanObservation
SANT-Bryo,Campylium stellatum (Hedw.) Lange & C.E.O.Jensen,Pena & Viera,Campylium stellatum (Hedw.) J. Lange & C. Jens.,,,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Ba,Carballo,Razo - Baldayo,,,,,7334-A,SANT:SANT-Bryo:7334-A,HumanObservation
SANT-Bryo,Fissidens osmundoides Hedw.,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Ba,Carballo,Razo - Baldayo,,,,,7334-B,SANT:SANT-Bryo:7334-B,HumanObservation
SANT-Bryo,Campylium stellatum (Hedw.) Lange & C.E.O.Jensen,Pena & Viera,,,,M. O. Hill et al. (2006),1999,3,31,Pena,,ES,Ba,Carballo,Razo - Baldayo,,,Sobre juncos,,7334-C,SANT:SANT-Bryo:7334-C,HumanObservation
SANT-Bryo,Dicranoweisia cirrata (Hedw.) Lindb. ,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,1989,5,18,M. C. Viera et al.,,ES,Ba,Santa Ana,Valle de Santa Ana,,,"Árbol, parte alta",,7334-D,SANT:SANT-Bryo:7334-D,HumanObservation
SANT-Bryo,Dicranoweisia cirrata (Hedw.) Lindb. ,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,1989,5,18,M. C. Viera et al.,,ES,Ba,Santa Ana,Valle de Santa Ana,,,Parte superior de olivo,,7334-E,SANT:SANT-Bryo:7334-E,HumanObservation
SANT-Bryo,Dicranoweisia cirrata (Hedw.) Lindb. ,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,1989,5,18,M. C. Viera et al.,,ES,Ba,Santa Ana,Valle de Santa Ana,,,Corteza de olivo,,7334-F,SANT:SANT-Bryo:7334-F,HumanObservation
SANT-Bryo,Dicranoweisia cirrata (Hedw.) Lindb. ,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,1989,5,18,M. C. Viera et al.,,ES,Ba,Santa Ana,Valle de Santa Ana,,,"Tronco, parte alta",,7335-A,SANT:SANT-Bryo:7335-A,HumanObservation
SANT-Bryo,Dicranoweisia cirrata (Hedw.) Lindb. ,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,1989,5,18,M. C. Viera et al.,,ES,Ba,Santa Ana,Valle de Santa Ana,,,"En tronco de olivo, parte alta",,7335-B,SANT:SANT-Bryo:7335-B,HumanObservation
SANT-Bryo,Dicranoweisia cirrata (Hedw.) Lindb. ,M. C. Viera,,,,M. O. Hill et al. (2006),2012,5,3,J. Reinoso,,ES,Ba,Santiago de Compostela,Campus Sur (pistas de tenis),,,Corteza de ciprés,,7335-C,SANT:SANT-Bryo:7335-C,HumanObservation
SANT-Bryo,Dicranoweisia cirrata (Hedw.) Lindb. ,M. C. Viera,,,,M. O. Hill et al. (2006),2012,5,16,J. Reinoso,,ES,Ba,Santiago de Compostela,Facultad de Biología,,,Sobre Betula,,7336-A,SANT:SANT-Bryo:7336-A,HumanObservation
SANT-Bryo,Dicranoweisia cirrata (Hedw.) Lindb. ,M. C. Viera,,,,M. O. Hill et al. (2006),2012,6,21,J. Reinoso,,ES,Ba,Santiago de Compostela,Junto a Sanatorio de la Esperanza (Av. das Burgas),,,En pinos,,7336-B,SANT:SANT-Bryo:7336-B,HumanObservation
SANT-Bryo,Dicranoweisia cirrata (Hedw.) Lindb. ,M. C. Viera,,,,M. O. Hill et al. (2006),2012,6,26,J. Reinoso,,ES,Ba,Santiago de Compostela,Rúa Lope Gómez de Marzoa,,,En abedul,,7336-C,SANT:SANT-Bryo:7336-C,HumanObservation
SANT-Bryo,Hypnum cupressiforme Hedw.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,6,26,J. Reinoso,,ES,Ba,Santiago de Compostela,Rúa Lope Gómez de Marzoa,,,En abedul,,7337-A,SANT:SANT-Bryo:7337-A,HumanObservation
SANT-Bryo,Microlejeunea ulicina (Taylor) A.Evans,M. C. Viera,,,,M. O. Hill et al. (2006),2012,6,26,J. Reinoso,,ES,Ba,Santiago de Compostela,Rúa Lope Gómez de Marzoa,,,En abedul,,7337-B,SANT:SANT-Bryo:7337-B,HumanObservation
SANT-Bryo,Dicranoweisia cirrata (Hedw.) Lindb. ,M. C. Viera,,,,M. O. Hill et al. (2006),2012,5,2,J. Reinoso,,ES,Ba,Santiago de Compostela,Campus Sur (pistas de tenis),,,Sobre Cupressus macrocarpa,,7337-C,SANT:SANT-Bryo:7337-C,HumanObservation
SANT-Bryo,Hypnum cupressiforme var. resupinatum (Taylor) Schimp.,M. C. Viera,,,,M. O. Hill et al. (2006),2012,5,2,J. Reinoso,,ES,Ba,Santiago de Compostela,Campus Sur (pistas de tenis),,,Sobre Cupressus macrocarpa,,7338-A,SANT:SANT-Bryo:7338-A,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7338-B,SANT:SANT-Bryo:7338-B,HumanObservation
SANT-Bryo,Pleurochaete squarrosa (Brid.) Lindb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7339-A,SANT:SANT-Bryo:7339-A,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calizo (acebuchal),,7340-A,SANT:SANT-Bryo:7340-A,HumanObservation
SANT-Bryo,Pleurochaete squarrosa (Brid.) Lindb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calizo (acebuchal),,7340-B,SANT:SANT-Bryo:7340-B,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calizo (acebuchal),,7340-B,SANT:SANT-Bryo:7340-B,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7340-C,SANT:SANT-Bryo:7340-C,HumanObservation
SANT-Bryo,Pleurochaete squarrosa (Brid.) Lindb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7341-A,SANT:SANT-Bryo:7341-A,HumanObservation
SANT-Bryo,Brachythecium rutabulum (Hedw.) Schimp.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7341-B,SANT:SANT-Bryo:7341-B,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca caliza (acebuchal),,7342-A,SANT:SANT-Bryo:7342-A,HumanObservation
SANT-Bryo,Didymodon tophaceus (Brid.) Lisa,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca caliza (acebuchal),,7343-A,SANT:SANT-Bryo:7343-A,HumanObservation
SANT-Bryo,Bryum radiculosum Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca caliza (acebuchal),,7344-A,SANT:SANT-Bryo:7344-A,HumanObservation
SANT-Bryo,Aloina ambigua (Bruch & Schimp.) Limpr.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca caliza (acebuchal),,7344-B,SANT:SANT-Bryo:7344-B,HumanObservation
SANT-Bryo,Barbula unguiculata Hedw.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca caliza (acebuchal),,7345-A,SANT:SANT-Bryo:7345-A,HumanObservation
SANT-Bryo,Pleurochaete squarrosa (Brid.) Lindb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca caliza (acebuchal),,7345-B,SANT:SANT-Bryo:7345-B,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca calcárea,,7345-C,SANT:SANT-Bryo:7345-C,HumanObservation
SANT-Bryo,Pleurochaete squarrosa (Brid.) Lindb.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca calcárea,,7345-D,SANT:SANT-Bryo:7345-D,HumanObservation
SANT-Bryo,Bryum radiculosum Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca calcárea,,7346-A,SANT:SANT-Bryo:7346-A,HumanObservation
SANT-Bryo,Syntrichia ruralis (Hedw.) F.Weber & D.Mohr var. ruralis,M. C. Viera,Syntrichia ruralis var. ruralis?,,???,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca calcárea,,7347-A,SANT:SANT-Bryo:7347-A,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7348-A,SANT:SANT-Bryo:7348-A,HumanObservation
SANT-Bryo,Reboulia hemisphaerica (L.) Raddi,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7349-A,SANT:SANT-Bryo:7349-A,HumanObservation
SANT-Bryo,Brachythecium rutabulum (Hedw.) Schimp.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7350-A,SANT:SANT-Bryo:7350-A,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca caliza (acebuchal),,7351-A,SANT:SANT-Bryo:7351-A,HumanObservation
SANT-Bryo,Bryum radiculosum Brid.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Roca caliza (acebuchal),,7351-B,SANT:SANT-Bryo:7351-B,HumanObservation
SANT-Bryo,Didymodon insulanus (De Not.) M.O.Hill,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7351-C,SANT:SANT-Bryo:7351-C,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7351-D,SANT:SANT-Bryo:7351-D,HumanObservation
SANT-Bryo,Cheilothela chloropus (Brid.) Broth.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7352-A,SANT:SANT-Bryo:7352-A,HumanObservation
SANT-Bryo,Didymodon insulanus (De Not.) M.O.Hill,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7353-A,SANT:SANT-Bryo:7353-A,HumanObservation
SANT-Bryo,Brachythecium rutabulum (Hedw.) Schimp.,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calcáreo,,7354-A,SANT:SANT-Bryo:7354-A,HumanObservation
SANT-Bryo,Didymodon insulanus (De Not.) M.O.Hill,M. C. Viera,,,,M. C. Viera & J. Reinoso (2010) Checklist Extremadura,2010,4,6,J. Reinoso & M. C. Viera,,ES,Ba,Mérida,Sierra Carija,,,Suelo calizo,,7355-A,SANT:SANT-Bryo:7355-A,HumanObservation
